ID	name	UP/DOWN	statistic	p.value	FDRp.value	N.nodes	N.gene.nodes	N.measured.nodes	ratio.measured.gene.nodes	nodes	N.DA.nodes	DA.nodes
P-hsa05200-80	Pathways in cancer: TP53	DOWN	-2.00855391659735	0.045826296673091	0.0616273351675403	38	35	35	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-51, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-80	29	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-51, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-80
P-hsa05200-49	Pathways in cancer: CASP9	DOWN	-1.01006954307887	0.313589187741093	0.374709118600186	37	34	34	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-49	27	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22
P-hsa05200-227	Pathways in cancer: FOXO1	DOWN	-16.9284383457021	1.63162852699367e-41	6.81113591264162e-40	37	34	34	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-227	28	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-227
P-hsa05200-52	Pathways in cancer: CDKN1B	DOWN	-0.901747734514296	0.368192687532147	0.433330917070457	37	34	34	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-52	27	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22
P-hsa05200-226	Pathways in cancer: CDKN1A*	DOWN	-2.39318898524178	0.0175560126281818	0.0247074866395116	37	34	34	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-226	27	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22
P-hsa05200-48	Pathways in cancer: MTOR	UP	2.82241856416197	0.00521006076788859	0.00776953418168442	37	34	34	1	N-hsa05200-13, N-hsa05200-15, N-hsa05200-16, N-hsa05200-19, N-hsa05200-23, N-hsa05200-26, N-hsa05200-27, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-92, N-hsa05200-93, N-hsa05200-95, N-hsa05200-228, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22, N-hsa05200-48	27	N-hsa05200-15, N-hsa05200-16, N-hsa05200-26, N-hsa05200-27, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-230, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-11 14, N-hsa05200-20 21 22
P-hsa05200-199	Pathways in cancer: BCL2L1**	DOWN	-6.25420956535518	2.1029837183878e-09	5.07094788649809e-09	3	3	3	1	N-hsa05200-19, N-hsa05200-24, N-hsa05200-199	2	N-hsa05200-24, N-hsa05200-199
P-hsa05200-209	Pathways in cancer: FIGF**	DOWN	-4.08572230007655	6.18823222035902e-05	0.00010931378197169	35	33	33	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-209	29	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250
P-hsa05200-211	Pathways in cancer: CXCL8	DOWN	-0.646381146215832	0.518716963488569	0.594086094935626	35	33	33	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-211	29	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250
P-hsa05200-210	Pathways in cancer: MMP1	UP	0.498312243938421	0.618769680323052	0.693850520194887	35	33	33	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-210	30	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-210
P-hsa05200-212	Pathways in cancer: CCND1***	UP	1.4382583912806	0.151804297695845	0.18973008825943	35	33	33	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-212	30	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-212
P-hsa05200-207	Pathways in cancer: CDK4	UP	0.210676759557288	0.833337608197889	0.903143473702623	35	33	33	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-207	30	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-59, N-hsa05200-60, N-hsa05200-68, N-hsa05200-69, N-hsa05200-77, N-hsa05200-78, N-hsa05200-79, N-hsa05200-82, N-hsa05200-206, N-hsa05200-208, N-hsa05200-229, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-207
P-hsa05200-76	Pathways in cancer: RAC1	DOWN	-0.207520028701865	0.83579876380032	0.905151511890282	30	28	28	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-71, N-hsa05200-73, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-76	24	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-71, N-hsa05200-82, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-76
P-hsa05200-96	Pathways in cancer: Phosphatidate	DOWN	-5.70209860342954	3.84949909971695e-08	8.61773306810144e-08	30	27	27	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-71, N-hsa05200-74, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-96	24	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-71, N-hsa05200-74, N-hsa05200-82, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250
P-hsa05200-75	Pathways in cancer: MAPK8	UP	4.74110256944869	3.85124149666044e-06	7.54956013347438e-06	29	27	27	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-72, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-75	24	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-70, N-hsa05200-72, N-hsa05200-82, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-75
P-hsa05200-65	Pathways in cancer: STK4	UP	8.60928735958186	1.52266408045773e-15	5.33928563539946e-15	28	26	26	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-61 62, N-hsa05200-65	22	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-65
P-hsa05200-66	Pathways in cancer: CCND1	UP	7.775129959549	3.01919901165858e-13	9.06242775339439e-13	28	26	26	1	N-hsa05200-19, N-hsa05200-26, N-hsa05200-28, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-67, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-93, N-hsa05200-95, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-61 62, N-hsa05200-66	22	N-hsa05200-26, N-hsa05200-29, N-hsa05200-30, N-hsa05200-31, N-hsa05200-32, N-hsa05200-33, N-hsa05200-34, N-hsa05200-35, N-hsa05200-36, N-hsa05200-37, N-hsa05200-38, N-hsa05200-39, N-hsa05200-56, N-hsa05200-57, N-hsa05200-58, N-hsa05200-68, N-hsa05200-69, N-hsa05200-82, N-hsa05200-248, N-hsa05200-249, N-hsa05200-250, N-hsa05200-66
P-hsa05200-200	Pathways in cancer: FIGF	UP	2.38336668253194	0.0180188890399092	0.0253209257219998	8	8	8	1	N-hsa05200-25, N-hsa05200-26, N-hsa05200-27, N-hsa05200-35, N-hsa05200-36, N-hsa05200-54, N-hsa05200-55, N-hsa05200-200	7	N-hsa05200-25, N-hsa05200-26, N-hsa05200-27, N-hsa05200-35, N-hsa05200-36, N-hsa05200-54, N-hsa05200-55
P-hsa05200-188	Pathways in cancer: KLK3	DOWN	-6.37188755383546	1.10629093788601e-09	2.71649450192953e-09	6	3	3	1	N-hsa05200-90, N-hsa05200-251, N-hsa05200-252, N-hsa05200-40 41, N-hsa05200-188, N-hsa05200-42 43	1	N-hsa05200-188
P-hsa05200-121 122	Pathways in cancer: SMAD2 SMAD4	UP	3.74885718524396	0.000227940936562372	0.000386284730795853	3	3	3	1	N-hsa05200-118, N-hsa05200-119 120, N-hsa05200-121 122	2	N-hsa05200-118, N-hsa05200-121 122
P-hsa05200-222	Pathways in cancer: CASP9*	UP	5.36327273810718	2.09150027561484e-07	4.50476982440119e-07	9	9	9	1	N-hsa05200-113, N-hsa05200-123, N-hsa05200-178, N-hsa05200-179, N-hsa05200-180, N-hsa05200-181, N-hsa05200-221, N-hsa05200-233, N-hsa05200-222	7	N-hsa05200-113, N-hsa05200-123, N-hsa05200-178, N-hsa05200-179, N-hsa05200-180, N-hsa05200-181, N-hsa05200-221
P-hsa05200-129 130	Pathways in cancer: CTBP1 HDAC1	UP	5.23005187340366	3.98808812659787e-07	8.37811122676104e-07	3	3	3	1	N-hsa05200-127, N-hsa05200-128, N-hsa05200-129 130	3	N-hsa05200-127, N-hsa05200-128, N-hsa05200-129 130
P-hsa05200-205	Pathways in cancer: SLC2A1	UP	16.4012742810485	7.76455280492686e-40	2.31211127968933e-38	6	5	5	1	N-hsa05200-104, N-hsa05200-133, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-110 112, N-hsa05200-205	4	N-hsa05200-104, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-205
P-hsa05200-202	Pathways in cancer: FIGF*	UP	5.87258515690833	1.59915334859008e-08	3.67198492283353e-08	6	5	5	1	N-hsa05200-104, N-hsa05200-133, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-110 112, N-hsa05200-202	3	N-hsa05200-104, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111
P-hsa05200-201	Pathways in cancer: PDGFB	UP	7.15999187915254	1.23948557093674e-11	3.43467493512161e-11	6	5	5	1	N-hsa05200-104, N-hsa05200-133, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-110 112, N-hsa05200-201	4	N-hsa05200-104, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-201
P-hsa05200-204	Pathways in cancer: TGFB1*	UP	14.1293787501917	1.47730939239998e-32	1.82331080272524e-31	6	5	5	1	N-hsa05200-104, N-hsa05200-133, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-110 112, N-hsa05200-204	4	N-hsa05200-104, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-204
P-hsa05200-203	Pathways in cancer: TGFA*	DOWN	-1.30657159183117	0.192744105828012	0.237574206657918	6	5	5	1	N-hsa05200-104, N-hsa05200-133, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-110 112, N-hsa05200-203	4	N-hsa05200-104, N-hsa05200-105 106 107 108 109, N-hsa05200-110 111, N-hsa05200-203
P-hsa05200-146 147	Pathways in cancer: RARB RXRA	DOWN	-9.63439604636212	1.64517984579114e-18	7.07880135482609e-18	2	1	1	1	N-hsa05200-142, N-hsa05200-146 147	1	N-hsa05200-146 147
P-hsa05200-225	Pathways in cancer: PPARD	DOWN	-5.02804473172558	1.03786273243963e-06	2.1325635115627e-06	5	5	5	1	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-225	5	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-225
P-hsa05200-224	Pathways in cancer: MYC***	DOWN	-12.755546071602	3.65938948276934e-28	3.23821446682796e-27	5	5	5	1	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-224	5	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-224
P-hsa05200-223	Pathways in cancer: CCND1****	DOWN	-0.938995170983103	0.348779328433013	0.413335451762686	5	5	5	1	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-223	5	N-hsa05200-150, N-hsa05200-151, N-hsa05200-152, N-hsa05200-148 149, N-hsa05200-223
P-hsa05200-173	Pathways in cancer: CCNA1	DOWN	-3.14232321455526	0.00191058291272349	0.00301451097078996	3	3	3	1	N-hsa05200-150, N-hsa05200-151, N-hsa05200-173	3	N-hsa05200-150, N-hsa05200-151, N-hsa05200-173
P-hsa05200-214	Pathways in cancer: CSF3R	UP	2.62476533100687	0.00928859490865793	0.0134663091566015	4	4	4	1	N-hsa05200-151, N-hsa05200-152, N-hsa05200-153, N-hsa05200-214	4	N-hsa05200-151, N-hsa05200-152, N-hsa05200-153, N-hsa05200-214
P-hsa05200-213	Pathways in cancer: CSF2RA	DOWN	-0.935196711958485	0.350728568655879	0.415383077524261	4	4	4	1	N-hsa05200-151, N-hsa05200-152, N-hsa05200-153, N-hsa05200-213	4	N-hsa05200-151, N-hsa05200-152, N-hsa05200-153, N-hsa05200-213
