module	path_id	path_name	name	class	description	compounds
103	M00109_C00762	hsa00140	Steroid hormone biosynthesis	Steroid hormone biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Steroid hormones derived from cholesterol are a class of biologically active compounds in vertebrates. The cholesterol side-chain cleavage enzyme CYP11A1 catalyzes conversion of cholesterol, a C27 compound, to the first C21 steroid, pregnenolone, which is converted by a bifunctional enzyme complex to the gestagen hormone, progesterone [MD:M00107]. Pregnenolone and progesterone are the starting materials for the three groups of steroids: C21 steroids of glucocorticoids and mineralocorticoids, C19 steroids of androgens, and C18 steroids of estrogens. (i) Progesterone is converted by hydroxylations at carbons 21 and 11 to corticosterone, which is further modified by hydroxylation and oxydoreduction at carbon 18 to yield aldosterone, a mineralcorticoid [MD:M00108]. Cortisol, the main glucocorticoid, is formed from 17alpha-hydroxyprogesterone with 11-deoxycortisol as an intermediate [MD:M00109]. (ii) Male hormone testosterone is formed from pregnenolone by two pathways, delta5 pathway via dehydroepiandrosterone and delta4 pathway via androstenedione [MD:M00110]. The enzyme CYP17A1 is responsible for the 17,20 lyase and 17alpha-hydroxylase activities in respective pathways. (iii) Female hormones estrone and estradiol are formed from testosterone and 4-androstene-3,17-dione by oxidative removal of the C19 methyl group and subsequent aromatization of ring A. In addition to these three groups, recent studies show that there is another group, termed neurosteroids, synthesized in the brain rather than the peripheral endocrine gland.	Cholesterol, Androstenedione, Progesterone, Estrone, Androsterone, Testosterone, 5alpha-Androstane-3,17-dione, Cortisol, Cortisone, Estradiol-17beta, 18-Hydroxycorticosterone, 17alpha-Hydroxyprogesterone, Dehydroepiandrosterone, Aldosterone, Pregnenolone, Corticosterone, 4-Methylpentanal, Estradiol-17alpha, Estrone 3-sulfate, 11-Deoxycorticosterone, 5alpha-Pregnane-3,20-dione, 11alpha-Hydroxyprogesterone, 5beta-Androstane-3,17-dione, Androstan-3alpha,17beta-diol, Dihydrotestosterone, 6beta-Hydroxy-17beta-estradiol, 20alpha-Hydroxy-4-pregnen-3-one, Androstenediol, Etiocholanolone, 17alpha,20alpha-Dihydroxypregn-4-en-3-one, Dehydroepiandrosterone sulfate, Testololactone, 17alpha-Hydroxypregnenolone, 16alpha-Hydroxydehydroepiandrosterone, 16alpha-Hydroxyandrost-4-ene-3,17-dione, Estriol, 11beta-Hydroxyandrost-4-ene-3,17-dione, Adrenosterone, 19-Hydroxyandrost-4-ene-3,17-dione, 7alpha-Hydroxytestosterone, 5beta-Dihydrotestosterone, 19-Hydroxytestosterone, 19-Oxotestosterone, 7alpha-Hydroxyandrost-4-ene-3,17-dione, 19-Oxoandrost-4-ene-3,17-dione, 2-Hydroxyestrone, 2-Methoxyestrone, 16alpha-Hydroxyestrone, 2-Hydroxyestradiol, 2-Methoxy-17beta-estradiol, 17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione, Tetrahydrocortisone, Dihydrocortisol, Urocortisol, 11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al, 3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al, 11beta,21-Dihydroxy-5beta-pregnane-3,20-dione, Tetrahydrocorticosterone, 21-Hydroxy-5beta-pregnane-3,11,20-trione, 3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione, 5beta-Pregnane-3,20-dione, Pregnanolone, Cortolone, Cortol, 3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one, Pregnanediol, 21-Hydroxypregnenolone, 17alpha,21-Dihydroxypregnenolone, 11-Deoxycortisol, 11beta,17alpha,21-Trihydroxypregnenolone, 11-Dehydrocorticosterone, 21-Deoxycortisol, 11beta-Hydroxyprogesterone, 17alpha,20alpha-Dihydroxycholesterol, 20alpha-Hydroxycholesterol, 20alpha,22beta-Dihydroxycholesterol, 22(R)-Hydroxycholesterol, Estradiol-17beta 3-glucuronide, 16-Glucuronide-estriol, Estradiol-17beta 3-sulfate, 2-Methoxyestrone 3-sulfate, 2-Methoxyestradiol-17beta 3-sulfate, 2-Methoxy-estradiol-17beta 3-glucuronide, 2-Methoxyestrone 3-glucuronide, Estrone glucuronide, Testosterone glucuronide, Androsterone glucuronide, Etiocholan-3alpha-ol-17-one 3-glucuronide, Allopregnanolone, Allotetrahydrodeoxycorticosterone, 7alpha-Hydroxypregnenolone, Aldosterone hemiacetal, 5alpha-Dihydrodeoxycorticosterone, 5alpha-Pregnan-20alpha-ol-3-one, 5alpha-Pregnane-3alpha,20alpha-diol, Cholesterol sulfate, 3beta-Hydroxypregn-5-en-20-one sulfate, 7alpha-Hydroxydehydroepiandrosterone, 11beta,17beta-Dihydroxy-4-androsten-3-one, 5alpha-Pregnan-17alpha-ol-3,20-dione, 5alpha-Pregnane-3alpha,17alpha-diol-20-one
104	M00110_C00468	hsa00140	Steroid hormone biosynthesisf	Steroid hormone biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Steroid hormones derived from cholesterol are a class of biologically active compounds in vertebrates. The cholesterol side-chain cleavage enzyme CYP11A1 catalyzes conversion of cholesterol, a C27 compound, to the first C21 steroid, pregnenolone, which is converted by a bifunctional enzyme complex to the gestagen hormone, progesterone [MD:M00107]. Pregnenolone and progesterone are the starting materials for the three groups of steroids: C21 steroids of glucocorticoids and mineralocorticoids, C19 steroids of androgens, and C18 steroids of estrogens. (i) Progesterone is converted by hydroxylations at carbons 21 and 11 to corticosterone, which is further modified by hydroxylation and oxydoreduction at carbon 18 to yield aldosterone, a mineralcorticoid [MD:M00108]. Cortisol, the main glucocorticoid, is formed from 17alpha-hydroxyprogesterone with 11-deoxycortisol as an intermediate [MD:M00109]. (ii) Male hormone testosterone is formed from pregnenolone by two pathways, delta5 pathway via dehydroepiandrosterone and delta4 pathway via androstenedione [MD:M00110]. The enzyme CYP17A1 is responsible for the 17,20 lyase and 17alpha-hydroxylase activities in respective pathways. (iii) Female hormones estrone and estradiol are formed from testosterone and 4-androstene-3,17-dione by oxidative removal of the C19 methyl group and subsequent aromatization of ring A. In addition to these three groups, recent studies show that there is another group, termed neurosteroids, synthesized in the brain rather than the peripheral endocrine gland.	Cholesterol, Androstenedione, Progesterone, Estrone, Androsterone, Testosterone, 5alpha-Androstane-3,17-dione, Cortisol, Cortisone, Estradiol-17beta, 18-Hydroxycorticosterone, 17alpha-Hydroxyprogesterone, Dehydroepiandrosterone, Aldosterone, Pregnenolone, Corticosterone, 4-Methylpentanal, Estradiol-17alpha, Estrone 3-sulfate, 11-Deoxycorticosterone, 5alpha-Pregnane-3,20-dione, 11alpha-Hydroxyprogesterone, 5beta-Androstane-3,17-dione, Androstan-3alpha,17beta-diol, Dihydrotestosterone, 6beta-Hydroxy-17beta-estradiol, 20alpha-Hydroxy-4-pregnen-3-one, Androstenediol, Etiocholanolone, 17alpha,20alpha-Dihydroxypregn-4-en-3-one, Dehydroepiandrosterone sulfate, Testololactone, 17alpha-Hydroxypregnenolone, 16alpha-Hydroxydehydroepiandrosterone, 16alpha-Hydroxyandrost-4-ene-3,17-dione, Estriol, 11beta-Hydroxyandrost-4-ene-3,17-dione, Adrenosterone, 19-Hydroxyandrost-4-ene-3,17-dione, 7alpha-Hydroxytestosterone, 5beta-Dihydrotestosterone, 19-Hydroxytestosterone, 19-Oxotestosterone, 7alpha-Hydroxyandrost-4-ene-3,17-dione, 19-Oxoandrost-4-ene-3,17-dione, 2-Hydroxyestrone, 2-Methoxyestrone, 16alpha-Hydroxyestrone, 2-Hydroxyestradiol, 2-Methoxy-17beta-estradiol, 17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione, Tetrahydrocortisone, Dihydrocortisol, Urocortisol, 11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al, 3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al, 11beta,21-Dihydroxy-5beta-pregnane-3,20-dione, Tetrahydrocorticosterone, 21-Hydroxy-5beta-pregnane-3,11,20-trione, 3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione, 5beta-Pregnane-3,20-dione, Pregnanolone, Cortolone, Cortol, 3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one, Pregnanediol, 21-Hydroxypregnenolone, 17alpha,21-Dihydroxypregnenolone, 11-Deoxycortisol, 11beta,17alpha,21-Trihydroxypregnenolone, 11-Dehydrocorticosterone, 21-Deoxycortisol, 11beta-Hydroxyprogesterone, 17alpha,20alpha-Dihydroxycholesterol, 20alpha-Hydroxycholesterol, 20alpha,22beta-Dihydroxycholesterol, 22(R)-Hydroxycholesterol, Estradiol-17beta 3-glucuronide, 16-Glucuronide-estriol, Estradiol-17beta 3-sulfate, 2-Methoxyestrone 3-sulfate, 2-Methoxyestradiol-17beta 3-sulfate, 2-Methoxy-estradiol-17beta 3-glucuronide, 2-Methoxyestrone 3-glucuronide, Estrone glucuronide, Testosterone glucuronide, Androsterone glucuronide, Etiocholan-3alpha-ol-17-one 3-glucuronide, Allopregnanolone, Allotetrahydrodeoxycorticosterone, 7alpha-Hydroxypregnenolone, Aldosterone hemiacetal, 5alpha-Dihydrodeoxycorticosterone, 5alpha-Pregnan-20alpha-ol-3-one, 5alpha-Pregnane-3alpha,20alpha-diol, Cholesterol sulfate, 3beta-Hydroxypregn-5-en-20-one sulfate, 7alpha-Hydroxydehydroepiandrosterone, 11beta,17beta-Dihydroxy-4-androsten-3-one, 5alpha-Pregnan-17alpha-ol-3,20-dione, 5alpha-Pregnane-3alpha,17alpha-diol-20-one
105	M00118_C00051	hsa00480	Glutathione metabolism	Glutathione metabolism - Homo sapiens (human)	Metabolism; Metabolism of other amino acids	NA	NADPH, NADP+, Acetyl-CoA, L-Glutamate, Glycine, Glutathione, Ascorbate, L-Ornithine, L-Cysteine, Glutathione disulfide, Putrescine, L-Amino acid, Spermidine, gamma-L-Glutamyl-L-cysteine, Spermine, RX, Cys-Gly, Cadaverine, 5-Oxoproline, Trypanothione, R-S-Glutathione, Trypanothione disulfide, Bis-gamma-glutamylcystine, (5-L-Glutamyl)-L-amino acid, Dehydroascorbate, S-Substituted L-cysteine, S-Substituted N-acetyl-L-cysteine, R-S-Cysteinylglycine, Glutathionylspermidine, Glutathionylspermine, Bis(glutathionyl)spermine, Bis(glutathionyl)spermine disulfide, Aminopropylcadaverine, Glutathionylaminopropylcadaverine, Homotrypanothione, Homotrypanothione disulfide, Tryparedoxin, Tryparedoxin disulfide
106	M00120_C00010	hsa00770	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis - Homo sapiens (human)	Metabolism; Metabolism of cofactors and vitamins	NA	CoA, Pyruvate, L-Aspartate, Adenosine 3',5'-bisphosphate, L-Cysteine, beta-Alanine, Uracil, 3-Methyl-2-oxobutanoic acid, L-Valine, Acyl-carrier protein, 5,6-Dihydrouracil, (R)-Pantoate, Spermine, Pantetheine, Pantothenate, Dephospho-CoA, 2-Dehydropantoate, (R)-4-Dehydropantoate, (R)-3,3-Dimethylmalate, Pantetheine 4'-phosphate, 3-Ureidopropionate, D-4'-Phosphopantothenate, Apo-[acyl-carrier protein], N-((R)-Pantothenoyl)-L-cysteine, (R)-2,3-Dihydroxy-3-methylbutanoate, (R)-4'-Phosphopantothenoyl-L-cysteine, 3-Aminopropanal, Pantothenol, (S)-2-Acetolactate, (R)-4-Phosphopantoate
107	M00128_C00399	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	Metabolism; Metabolism of cofactors and vitamins	Ubiquinone (UQ), also called coenzyme Q, and plastoquinone (PQ) are electron carriers in oxidative phosphorylation and photosynthesis, respectively. The quinoid nucleus of ubiquinone is derived from the shikimate pathway; 4-hydroxybenzoate is directly formed from chorismate in bacteria, while it can be formed from either chorismate or tyrosine in yeast. The following biosynthesis of terpenoid moiety involves reactions of prenylation, decarboxylation, and three hydroxylations alternating with three methylations. The order of these reactions are somewhat different between bacteria and yeast. Phylloquinone (vitamin K1), menaquinone (vitamin K2), and tocopherol (vitamin E) are fat-soluble vitamins. Phylloquinone is a compound present in all photosynthetic plants serving as a cofactor for photosystem I-mediated electron transport. Menaquinone is an obligatory component of the electron-transfer pathway in bacteria.	L-Tyrosine, 4-Hydroxybenzoate, p-Coumaroyl-CoA, Chorismate, Geranyl diphosphate, Geranylgeranyl diphosphate, Ubiquinol, trans-Cinnamate, Homogentisate, 4-Coumarate, Menaquinone, Isochorismate, 3-(4-Hydroxyphenyl)pyruvate, Phylloquinone, alpha-Tocopherol, gamma-Tocopherol, 2-Succinylbenzoate, 4-Hydroxybenzoyl-CoA, 2-Succinylbenzoyl-CoA, Phylloquinol, 1,4-Dihydroxy-2-naphthoate, (R)-3-(4-Hydroxyphenyl)lactate, 4-(beta-D-Glucosyloxy)benzoate, all-trans-Nonaprenyl diphosphate, Phytyl diphosphate, 2-Polyprenylphenol, (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate, Menaquinol, all-trans-Polyprenyl diphosphate, 4-Hydroxy-3-polyprenylbenzoate, Vitamin K1 epoxide, Spirodilactone, Geranylhydroquinone, 2-Phytyl-1,4-naphthoquinone, delta-Tocopherol, beta-Tocopherol, alpha-Tocotrienol, beta-Tocotrienol, gamma-Tocotrienol, delta-Tocotrienol, 1,4-Dihydroxy-2-naphthoyl-CoA, 2-Methyl-6-phytylquinol, 2,3-Dimethyl-5-phytylquinol, 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate, Plastoquinol-9, Futalosine, Dehypoxanthine futalosine, Cyclic dehypoxanthine futalosine, 1,4-Dihydroxy-6-naphthoate, Shikonin, 2-Polyprenyl-6-hydroxyphenol, 2-Polyprenyl-6-methoxyphenol, 3,4-Dihydroxy-5-polyprenylbenzoate, 3-Methoxy-4-hydroxy-5-polyprenylbenzoate, 2-Methyl-6-solanyl-1,4-benzoquinol, Geranyl-hydroxybenzoate, 3''-Hydroxy-geranylhydroquinone, Deoxyshikonin, Dihydroechinofuran, Dihydroshikonofuran, Demethylmenaquinol, 2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol, 6-Methoxy-3-methyl-2-all-trans-polyprenyl-1,4-benzoquinol, 2,3-Epoxymenaquinone, 6-Geranylgeranyl-2-methylbenzene-1,4-diol, 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol, 3-[(1-Carboxyvinyl)oxy]benzoate, 6-Amino-6-deoxyfutalosine, Demethylphylloquinol, 3-Demethylubiquinol, 2-Carboxy-1,4-naphthoquinone
108	M00130_C01272	hsa00562	Inositol phosphate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Acetyl-CoA, D-Glucose 6-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, myo-Inositol, D-Glucuronate, 3-Oxopropanoate, D-Tagaturonate, 1,2-Diacyl-sn-glycerol, 2,4,6/3,5-Pentahydroxycyclohexanone, Inositol 1-phosphate, 1-Phosphatidyl-D-myo-inositol, Phytic acid, 1D-myo-Inositol 1,4-bisphosphate, 1D-myo-Inositol 1,3,4-trisphosphate, D-myo-Inositol 1,4,5-trisphosphate, 1D-myo-Inositol 1,3,4,5-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 4-phosphate, 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate, myo-Inositol 4-phosphate, D-Bornesitol, L-Bornesitol, 1D-myo-Inositol 3-phosphate, D-myo-Inositol 1,3-bisphosphate, D-myo-Inositol 3,4-bisphosphate, 3D-3,5/4-Trihydroxycyclohexane-1,2-dione, 1D-myo-Inositol 1,3,4,6-tetrakisphosphate, 1D-myo-Inositol 3,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3-phosphate, D-myo-Inositol 1,2,4,5,6-pentakisphosphate, Inositol 1,2,3,5,6-pentakisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, scyllo-Inositol, 2-Deoxy-5-keto-D-gluconic acid, 2-Deoxy-5-keto-D-gluconic acid 6-phosphate, 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate, 1D-myo-Inositol 1,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate, 1-Phosphatidyl-1D-myo-inositol 5-phosphate, 5-Deoxy-D-glucuronate, CDP-1L-myo-inositol, Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate, 1D-chiro-Inositol, 1-Keto-D-chiro-inositol, 3-Dehydro-scyllo-inosose, 5-Dehydro-L-gluconate
109	M00131_C00137	hsa00562	Inositol phosphate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Acetyl-CoA, D-Glucose 6-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, myo-Inositol, D-Glucuronate, 3-Oxopropanoate, D-Tagaturonate, 1,2-Diacyl-sn-glycerol, 2,4,6/3,5-Pentahydroxycyclohexanone, Inositol 1-phosphate, 1-Phosphatidyl-D-myo-inositol, Phytic acid, 1D-myo-Inositol 1,4-bisphosphate, 1D-myo-Inositol 1,3,4-trisphosphate, D-myo-Inositol 1,4,5-trisphosphate, 1D-myo-Inositol 1,3,4,5-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 4-phosphate, 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate, myo-Inositol 4-phosphate, D-Bornesitol, L-Bornesitol, 1D-myo-Inositol 3-phosphate, D-myo-Inositol 1,3-bisphosphate, D-myo-Inositol 3,4-bisphosphate, 3D-3,5/4-Trihydroxycyclohexane-1,2-dione, 1D-myo-Inositol 1,3,4,6-tetrakisphosphate, 1D-myo-Inositol 3,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3-phosphate, D-myo-Inositol 1,2,4,5,6-pentakisphosphate, Inositol 1,2,3,5,6-pentakisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, scyllo-Inositol, 2-Deoxy-5-keto-D-gluconic acid, 2-Deoxy-5-keto-D-gluconic acid 6-phosphate, 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate, 1D-myo-Inositol 1,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate, 1-Phosphatidyl-1D-myo-inositol 5-phosphate, 5-Deoxy-D-glucuronate, CDP-1L-myo-inositol, Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate, 1D-chiro-Inositol, 1-Keto-D-chiro-inositol, 3-Dehydro-scyllo-inosose, 5-Dehydro-L-gluconate
110	M00132_C01204	hsa00562	Inositol phosphate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Acetyl-CoA, D-Glucose 6-phosphate, Glycerone phosphate, D-Glyceraldehyde 3-phosphate, myo-Inositol, D-Glucuronate, 3-Oxopropanoate, D-Tagaturonate, 1,2-Diacyl-sn-glycerol, 2,4,6/3,5-Pentahydroxycyclohexanone, Inositol 1-phosphate, 1-Phosphatidyl-D-myo-inositol, Phytic acid, 1D-myo-Inositol 1,4-bisphosphate, 1D-myo-Inositol 1,3,4-trisphosphate, D-myo-Inositol 1,4,5-trisphosphate, 1D-myo-Inositol 1,3,4,5-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 4-phosphate, 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate, myo-Inositol 4-phosphate, D-Bornesitol, L-Bornesitol, 1D-myo-Inositol 3-phosphate, D-myo-Inositol 1,3-bisphosphate, D-myo-Inositol 3,4-bisphosphate, 3D-3,5/4-Trihydroxycyclohexane-1,2-dione, 1D-myo-Inositol 1,3,4,6-tetrakisphosphate, 1D-myo-Inositol 3,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3-phosphate, D-myo-Inositol 1,2,4,5,6-pentakisphosphate, Inositol 1,2,3,5,6-pentakisphosphate, 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate, Phosphatidylinositol-3,4,5-trisphosphate, scyllo-Inositol, 2-Deoxy-5-keto-D-gluconic acid, 2-Deoxy-5-keto-D-gluconic acid 6-phosphate, 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate, 1D-myo-Inositol 1,4,5,6-tetrakisphosphate, 1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate, 1-Phosphatidyl-1D-myo-inositol 5-phosphate, 5-Deoxy-D-glucuronate, CDP-1L-myo-inositol, Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate, 1D-chiro-Inositol, 1-Keto-D-chiro-inositol, 3-Dehydro-scyllo-inosose, 5-Dehydro-L-gluconate
111	M00133_C00315	hsa00330	Arginine and proline metabolism	Arginine and proline metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Peptide, S-Adenosyl-L-methionine, Pyruvate, L-Glutamate, Glyoxylate, L-Arginine, L-Ornithine, Urea, Putrescine, L-Proline, Agmatine, Sarcosine, p-Coumaroyl-CoA, Creatine, Spermidine, 4-Aminobutanoate, Feruloyl-CoA, 5-Aminopentanoate, N-Carbamoylputrescine, L-Aspartate 4-semialdehyde, Nitric oxide, 4-Aminobutyraldehyde, Guanidinoacetate, Spermine, D-Proline, Creatinine, Homocarnosine, 1,3-Diaminopropane, 4-Guanidinobutanoate, N-Carbamoylsarcosine, 5-Amino-2-oxopentanoic acid, S-Adenosylmethioninamine, Hydroxyproline, L-Glutamate 5-semialdehyde, N-Acetyl-L-glutamate 5-semialdehyde, Nopaline, Phosphocreatine, N-Methylhydantoin, 4-Guanidinobutanal, N-Acetylputrescine, 4-Acetamidobutanoate, 4-Guanidinobutanamide, Phosphoguanidinoacetate, L-Glutamyl 5-phosphate, N2-Succinyl-L-arginine, Norspermidine, N2-Succinyl-L-ornithine, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, (S)-1-Pyrroline-5-carboxylate, Octopine, L-1-Pyrroline-3-hydroxy-5-carboxylate, trans-3-Hydroxy-L-proline, N-Succinyl-L-glutamate, N-Succinyl-L-glutamate 5-semialdehyde, N(omega)-Hydroxyarginine, N4-Acetylaminobutanal, L-4-Hydroxyglutamate semialdehyde, L-Arginine phosphate, (4R)-4-Hydroxy-2-oxoglutarate, L-erythro-4-Hydroxyglutamate, Feruloylputrescine, gamma-L-Glutamylputrescine, gamma-Glutamyl-gamma-aminobutyraldehyde, 4-(L-gamma-Glutamylamino)butanoate, Carboxyspermidine, Carboxynorspermidine, p-Coumaroylputrescine, cis-3-Hydroxy-L-proline, N1-(3-Aminopropyl)agmatine, N1-[(S)-3-amino-3-carboxypropyl]agmatine
112	M00134_C00134	hsa00330	Arginine and proline metabolism	Arginine and proline metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Peptide, S-Adenosyl-L-methionine, Pyruvate, L-Glutamate, Glyoxylate, L-Arginine, L-Ornithine, Urea, Putrescine, L-Proline, Agmatine, Sarcosine, p-Coumaroyl-CoA, Creatine, Spermidine, 4-Aminobutanoate, Feruloyl-CoA, 5-Aminopentanoate, N-Carbamoylputrescine, L-Aspartate 4-semialdehyde, Nitric oxide, 4-Aminobutyraldehyde, Guanidinoacetate, Spermine, D-Proline, Creatinine, Homocarnosine, 1,3-Diaminopropane, 4-Guanidinobutanoate, N-Carbamoylsarcosine, 5-Amino-2-oxopentanoic acid, S-Adenosylmethioninamine, Hydroxyproline, L-Glutamate 5-semialdehyde, N-Acetyl-L-glutamate 5-semialdehyde, Nopaline, Phosphocreatine, N-Methylhydantoin, 4-Guanidinobutanal, N-Acetylputrescine, 4-Acetamidobutanoate, 4-Guanidinobutanamide, Phosphoguanidinoacetate, L-Glutamyl 5-phosphate, N2-Succinyl-L-arginine, Norspermidine, N2-Succinyl-L-ornithine, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, (S)-1-Pyrroline-5-carboxylate, Octopine, L-1-Pyrroline-3-hydroxy-5-carboxylate, trans-3-Hydroxy-L-proline, N-Succinyl-L-glutamate, N-Succinyl-L-glutamate 5-semialdehyde, N(omega)-Hydroxyarginine, N4-Acetylaminobutanal, L-4-Hydroxyglutamate semialdehyde, L-Arginine phosphate, (4R)-4-Hydroxy-2-oxoglutarate, L-erythro-4-Hydroxyglutamate, Feruloylputrescine, gamma-L-Glutamylputrescine, gamma-Glutamyl-gamma-aminobutyraldehyde, 4-(L-gamma-Glutamylamino)butanoate, Carboxyspermidine, Carboxynorspermidine, p-Coumaroylputrescine, cis-3-Hydroxy-L-proline, N1-(3-Aminopropyl)agmatine, N1-[(S)-3-amino-3-carboxypropyl]agmatine
113	M00135_C00334	hsa00330	Arginine and proline metabolism	Arginine and proline metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Peptide, S-Adenosyl-L-methionine, Pyruvate, L-Glutamate, Glyoxylate, L-Arginine, L-Ornithine, Urea, Putrescine, L-Proline, Agmatine, Sarcosine, p-Coumaroyl-CoA, Creatine, Spermidine, 4-Aminobutanoate, Feruloyl-CoA, 5-Aminopentanoate, N-Carbamoylputrescine, L-Aspartate 4-semialdehyde, Nitric oxide, 4-Aminobutyraldehyde, Guanidinoacetate, Spermine, D-Proline, Creatinine, Homocarnosine, 1,3-Diaminopropane, 4-Guanidinobutanoate, N-Carbamoylsarcosine, 5-Amino-2-oxopentanoic acid, S-Adenosylmethioninamine, Hydroxyproline, L-Glutamate 5-semialdehyde, N-Acetyl-L-glutamate 5-semialdehyde, Nopaline, Phosphocreatine, N-Methylhydantoin, 4-Guanidinobutanal, N-Acetylputrescine, 4-Acetamidobutanoate, 4-Guanidinobutanamide, Phosphoguanidinoacetate, L-Glutamyl 5-phosphate, N2-Succinyl-L-arginine, Norspermidine, N2-Succinyl-L-ornithine, 1-Pyrroline-2-carboxylate, 5-Guanidino-2-oxopentanoate, (S)-1-Pyrroline-5-carboxylate, Octopine, L-1-Pyrroline-3-hydroxy-5-carboxylate, trans-3-Hydroxy-L-proline, N-Succinyl-L-glutamate, N-Succinyl-L-glutamate 5-semialdehyde, N(omega)-Hydroxyarginine, N4-Acetylaminobutanal, L-4-Hydroxyglutamate semialdehyde, L-Arginine phosphate, (4R)-4-Hydroxy-2-oxoglutarate, L-erythro-4-Hydroxyglutamate, Feruloylputrescine, gamma-L-Glutamylputrescine, gamma-Glutamyl-gamma-aminobutyraldehyde, 4-(L-gamma-Glutamylamino)butanoate, Carboxyspermidine, Carboxynorspermidine, p-Coumaroylputrescine, cis-3-Hydroxy-L-proline, N1-(3-Aminopropyl)agmatine, N1-[(S)-3-amino-3-carboxypropyl]agmatine
114	M00141_R00943	hsa00670	One carbon pool by folate	One carbon pool by folate - Homo sapiens (human)	Metabolism; Metabolism of cofactors and vitamins	NA	Tetrahydrofolate, 5,10-Methylenetetrahydrofolate, 10-Formyltetrahydrofolate, Dihydrofolate, 5-Methyltetrahydrofolate, 5,10-Methenyltetrahydrofolate, Folate, 5-Formiminotetrahydrofolate, Folinic acid
