path_id	numberOfCircuits	circuit_id	circuit_name
hsa04921	22	P-hsa04921-55	Oxytocin signaling pathway: PTGS2*
hsa04921	22	P-hsa04921-53	Oxytocin signaling pathway: RGS2
hsa04921	22	P-hsa04921-54	Oxytocin signaling pathway: RCAN1
hsa04921	22	P-hsa04921-80	Oxytocin signaling pathway: KCNJ2
hsa04921	22	P-hsa04921-11	Oxytocin signaling pathway: PRKACA
hsa04921	22	P-hsa04921-76	Oxytocin signaling pathway: CDKN1A
hsa04921	22	P-hsa04921-77	Oxytocin signaling pathway: KCNJ3
hsa04921	22	P-hsa04921-43	Oxytocin signaling pathway: CACNG3
hsa04921	22	P-hsa04921-46	Oxytocin signaling pathway: 3,5-Cyclic GMP*
hsa04922	11	P-hsa04922-51	Glucagon signaling pathway: G6PC
hsa04922	11	P-hsa04922-50	Glucagon signaling pathway: PCK1
hsa04922	11	P-hsa04922-59	Glucagon signaling pathway: CPT1C
hsa04922	11	P-hsa04922-78	Glucagon signaling pathway: ACACA
hsa04922	11	P-hsa04922-37	Glucagon signaling pathway: PYGB
hsa04922	11	P-hsa04922-70	Glucagon signaling pathway: PFKFB1
hsa04922	11	P-hsa04922-36	Glucagon signaling pathway: GYS1
hsa04922	11	P-hsa04922-17	Glucagon signaling pathway: PKM
hsa04922	11	P-hsa04922-24	Glucagon signaling pathway: PFKL
hsa04922	11	P-hsa04922-67	Glucagon signaling pathway: FBP1
hsa04922	11	P-hsa04922-60	Glucagon signaling pathway: CPT1C*
hsa04923	7	P-hsa04923-16	Regulation of lipolysis in adipocytes: PLIN1
hsa04923	7	P-hsa04923-66	Regulation of lipolysis in adipocytes: LIPE
hsa04923	7	P-hsa04923-31	Regulation of lipolysis in adipocytes: PRKACA*
hsa04923	7	P-hsa04923-38	Regulation of lipolysis in adipocytes: PDE3B
hsa04923	7	P-hsa04923-43	Regulation of lipolysis in adipocytes: Arachidonate
hsa04923	7	P-hsa04923-52 53	Regulation of lipolysis in adipocytes: PNPLA2 ABHD5*
hsa04923	7	P-hsa04923-26 27	Regulation of lipolysis in adipocytes: PNPLA2 ABHD5
hsa04924	8	P-hsa04924-34	Renin secretion: REN
hsa04924	8	P-hsa04924-47	Renin secretion: KCNMA1
hsa04924	8	P-hsa04924-30	Renin secretion: PDE3A
hsa04924	8	P-hsa04924-23	Renin secretion: ITPR1
hsa04924	8	P-hsa04924-31	Renin secretion: Angiotensin II
hsa04924	8	P-hsa04924-58	Renin secretion: PPP3CA
hsa04924	8	P-hsa04924-49	Renin secretion: PDE1A
hsa04924	8	P-hsa04924-52	Renin secretion: KCNJ2
hsa04925	5	P-hsa04925-33	Aldosterone synthesis and secretion: CYP11B2
hsa04925	5	P-hsa04925-34	Aldosterone synthesis and secretion: STAR
hsa04925	5	P-hsa04925-3	Aldosterone synthesis and secretion: ITPR1
hsa04925	5	P-hsa04925-5	Aldosterone synthesis and secretion: KCNK3
hsa04925	5	P-hsa04925-18	Aldosterone synthesis and secretion: PDE2A
hsa04930	8	P-hsa04930-3	Type II diabetes mellitus: SLC2A4
hsa04930	8	P-hsa04930-15	Type II diabetes mellitus: D-Glucose*
hsa04930	8	P-hsa04930-26	Type II diabetes mellitus: INS*
hsa04930	8	P-hsa04930-13	Type II diabetes mellitus: Fatty acid
hsa04930	8	P-hsa04930-8	Type II diabetes mellitus: Pyruvate
hsa04930	8	P-hsa04930-10	Type II diabetes mellitus: D-Glucose
hsa04930	8	P-hsa04930-7	Type II diabetes mellitus: ATP
hsa04930	8	P-hsa04930-9	Type II diabetes mellitus: Potassium cation
hsa04931	18	P-hsa04931-40	Insulin resistance: PRKCZ
hsa04931	18	P-hsa04931-35	Insulin resistance: Starch
hsa04931	18	P-hsa04931-13	Insulin resistance: AKT2
hsa04931	18	P-hsa04931-104	Insulin resistance: Starch*
hsa04931	18	P-hsa04931-46	Insulin resistance: PIK3R5*
hsa04931	18	P-hsa04931-61	Insulin resistance: ACACB
hsa04931	18	P-hsa04931-151	Insulin resistance: CPT1A
hsa04931	18	P-hsa04931-67	Insulin resistance: IKBKB**
hsa04931	18	P-hsa04931-47	Insulin resistance: AKT2*
hsa04931	18	P-hsa04931-77	Insulin resistance: PPP2R4**
hsa04931	18	P-hsa04931-87	Insulin resistance: D-Glucose*
hsa04931	18	P-hsa04931-29	Insulin resistance: CPT1B
hsa04931	18	P-hsa04931-144	Insulin resistance: Nitric oxide*
hsa04931	18	P-hsa04931-124	Insulin resistance: FOXO1*
hsa04931	18	P-hsa04931-135	Insulin resistance: SREBF1**
hsa04931	18	P-hsa04931-137	Insulin resistance: MLXIP*
hsa04931	18	P-hsa04931-140	Insulin resistance: G00369
hsa04931	18	P-hsa04931-149	Insulin resistance: ACACB*
hsa04932	12	P-hsa04932-28	Non-alcoholic fatty liver disease (NAFLD): GSK3A
hsa04932	12	P-hsa04932-14	Non-alcoholic fatty liver disease (NAFLD): PKLR
hsa04932	12	P-hsa04932-35	Non-alcoholic fatty liver disease (NAFLD): PRKAG2
hsa04932	12	P-hsa04932-31 133	Non-alcoholic fatty liver disease (NAFLD): PPARA RXRA
hsa04932	12	P-hsa04932-58	Non-alcoholic fatty liver disease (NAFLD): BAX
hsa04932	12	P-hsa04932-95	Non-alcoholic fatty liver disease (NAFLD): IL1A
hsa04932	12	P-hsa04932-96	Non-alcoholic fatty liver disease (NAFLD): IL6*
hsa04932	12	P-hsa04932-97	Non-alcoholic fatty liver disease (NAFLD): TNF*
hsa04932	12	P-hsa04932-55	Non-alcoholic fatty liver disease (NAFLD): CASP3
hsa04932	12	P-hsa04932-56	Non-alcoholic fatty liver disease (NAFLD): CASP7
hsa04932	12	P-hsa04932-138	Non-alcoholic fatty liver disease (NAFLD): CEBPA
hsa04932	12	P-hsa04932-7	Non-alcoholic fatty liver disease (NAFLD): SREBF1
hsa04933	24	P-hsa04933-21	AGE-RAGE signaling pathway in diabetic complications: SMAD4
hsa04933	24	P-hsa04933-43	AGE-RAGE signaling pathway in diabetic complications: CASP3
hsa04933	24	P-hsa04933-52	AGE-RAGE signaling pathway in diabetic complications: FOXO1
hsa04933	24	P-hsa04933-35	AGE-RAGE signaling pathway in diabetic complications: CCND1
hsa04933	24	P-hsa04933-65	AGE-RAGE signaling pathway in diabetic complications: COL1A1
hsa04933	24	P-hsa04933-56	AGE-RAGE signaling pathway in diabetic complications: NFATC1
hsa04933	24	P-hsa04933-62	AGE-RAGE signaling pathway in diabetic complications: AGER**
hsa04933	24	P-hsa04933-57	AGE-RAGE signaling pathway in diabetic complications: FIGF
hsa04933	24	P-hsa04933-58	AGE-RAGE signaling pathway in diabetic complications: CCL2
hsa04933	24	P-hsa04933-59	AGE-RAGE signaling pathway in diabetic complications: SERPINE1
hsa04933	24	P-hsa04933-63	AGE-RAGE signaling pathway in diabetic complications: SELE
hsa04933	24	P-hsa04933-28	AGE-RAGE signaling pathway in diabetic complications: VCAM1
hsa04933	24	P-hsa04933-29	AGE-RAGE signaling pathway in diabetic complications: ICAM1
hsa04933	24	P-hsa04933-61	AGE-RAGE signaling pathway in diabetic complications: MMP2
hsa04933	24	P-hsa04933-25	AGE-RAGE signaling pathway in diabetic complications: IL1A
hsa04933	24	P-hsa04933-26	AGE-RAGE signaling pathway in diabetic complications: IL6
hsa04933	24	P-hsa04933-30	AGE-RAGE signaling pathway in diabetic complications: CXCL8
hsa04933	24	P-hsa04933-27	AGE-RAGE signaling pathway in diabetic complications: TNF
hsa04933	24	P-hsa04933-23	AGE-RAGE signaling pathway in diabetic complications: F3
hsa04933	24	P-hsa04933-22	AGE-RAGE signaling pathway in diabetic complications: EDN1
hsa04933	24	P-hsa04933-24	AGE-RAGE signaling pathway in diabetic complications: THBD
hsa04933	24	P-hsa04933-78	AGE-RAGE signaling pathway in diabetic complications: TGFB1
hsa04933	24	P-hsa04933-19	AGE-RAGE signaling pathway in diabetic complications: TGFBR2
hsa04933	24	P-hsa04933-12	AGE-RAGE signaling pathway in diabetic complications: EGR1
hsa04950	14	P-hsa04950-31	Maturity onset diabetes of the young: NKX6-1*
hsa04950	14	P-hsa04950-30	Maturity onset diabetes of the young: PAX6*
hsa04950	14	P-hsa04950-16	Maturity onset diabetes of the young: PAX4
hsa04950	14	P-hsa04950-8	Maturity onset diabetes of the young: NEUROD1
hsa04950	14	P-hsa04950-1	Maturity onset diabetes of the young: HNF1B
hsa04950	14	P-hsa04950-21	Maturity onset diabetes of the young: PKLR
hsa04950	14	P-hsa04950-18	Maturity onset diabetes of the young: SLC2A2
hsa04950	14	P-hsa04950-20	Maturity onset diabetes of the young: NKX6-1
hsa04950	14	P-hsa04950-13	Maturity onset diabetes of the young: INS
hsa04950	14	P-hsa04950-5	Maturity onset diabetes of the young: GCK
hsa04950	14	P-hsa04950-15	Maturity onset diabetes of the young: IAPP
hsa04950	14	P-hsa04950-11	Maturity onset diabetes of the young: HNF4G
hsa04950	14	P-hsa04950-7	Maturity onset diabetes of the young: FOXA3
hsa04950	14	P-hsa04950-22	Maturity onset diabetes of the young: NR5A2
hsa04960	5	P-hsa04960-3	Aldosterone-regulated sodium reabsorption: SCNN1A
hsa04960	5	P-hsa04960-27	Aldosterone-regulated sodium reabsorption: KCNJ1
hsa04960	5	P-hsa04960-13	Aldosterone-regulated sodium reabsorption: FXYD4
hsa04960	5	P-hsa04960-4	Aldosterone-regulated sodium reabsorption: ATP1B4
hsa04960	5	P-hsa04960-15	Aldosterone-regulated sodium reabsorption: Cortisone
hsa04961	6	P-hsa04961-5	Endocrine and other factor-regulated calcium reabsorption: TRPV5
hsa04961	6	P-hsa04961-20	Endocrine and other factor-regulated calcium reabsorption: CALB1*
hsa04961	6	P-hsa04961-12	Endocrine and other factor-regulated calcium reabsorption: SLC8A1
hsa04961	6	P-hsa04961-26	Endocrine and other factor-regulated calcium reabsorption: TRPV5*
hsa04961	6	P-hsa04961-17	Endocrine and other factor-regulated calcium reabsorption: CALB1
hsa04961	6	P-hsa04961-13	Endocrine and other factor-regulated calcium reabsorption: ATP2B1
hsa04962	2	P-hsa04962-10	Vasopressin-regulated water reabsorption: AQP2
hsa04962	2	P-hsa04962-22	Vasopressin-regulated water reabsorption: ARHGDIA
hsa04970	8	P-hsa04970-32	Salivary secretion: RYR3
hsa04970	8	P-hsa04970-28	Salivary secretion: AQP5
hsa04970	8	P-hsa04970-39	Salivary secretion: KCNN4
hsa04970	8	P-hsa04970-45	Salivary secretion: KCNMA1
hsa04970	8	P-hsa04970-12	Salivary secretion: BEST2
hsa04970	8	P-hsa04970-18	Salivary secretion: VAMP2
hsa04970	8	P-hsa04970-21	Salivary secretion: ITPR1
hsa04970	8	P-hsa04970-27	Salivary secretion: PRKCA
hsa04971	6	P-hsa04971-39	Gastric acid secretion: EZR
hsa04971	6	P-hsa04971-37	Gastric acid secretion: KCNQ1
hsa04971	6	P-hsa04971-49	Gastric acid secretion: KCNJ1
hsa04971	6	P-hsa04971-56	Gastric acid secretion: CAMK2A
hsa04971	6	P-hsa04971-55	Gastric acid secretion: MYLK4
hsa04971	6	P-hsa04971-52 53	Gastric acid secretion: EZR ACTB
hsa04972	6	P-hsa04972-21	Pancreatic secretion: KCNQ1
hsa04972	6	P-hsa04972-51	Pancreatic secretion: CLCA1
hsa04972	6	P-hsa04972-23	Pancreatic secretion: KCNMA1
hsa04972	6	P-hsa04972-18	Pancreatic secretion: PRKCA
hsa04972	6	P-hsa04972-39	Pancreatic secretion: KCNMA1*
hsa04972	6	P-hsa04972-42	Pancreatic secretion: CFTR
hsa04973	2	P-hsa04973-5	Carbohydrate digestion and absorption: SLC2A5
hsa04973	2	P-hsa04973-36	Carbohydrate digestion and absorption: SLC2A2
hsa04976	8	P-hsa04976-16	Bile secretion: CFTR
hsa04976	8	P-hsa04976-41	Bile secretion: CYP7A1
hsa04976	8	P-hsa04976-34	Bile secretion: SLCO1B1
hsa04976	8	P-hsa04976-36	Bile secretion: SLC10A1
hsa04976	8	P-hsa04976-37	Bile secretion: ABCB11
hsa04976	8	P-hsa04976-38	Bile secretion: ABCC2
hsa04976	8	P-hsa04976-59	Bile secretion: ABCB4
hsa04976	8	P-hsa04976-95 96	Bile secretion: SLC51A SLC51B
hsa05010	8	P-hsa05010-12	Alzheimer's disease: CASP3
hsa05010	8	P-hsa05010-49	Alzheimer's disease: EIF2AK3
hsa05010	8	P-hsa05010-50	Alzheimer's disease: ERN1
hsa05010	8	P-hsa05010-51	Alzheimer's disease: ATF6
hsa05010	8	P-hsa05010-37	Alzheimer's disease: MAPT
hsa05010	8	P-hsa05010-47	Alzheimer's disease: Nitric oxide
hsa05010	8	P-hsa05010-59	Alzheimer's disease: LRP1
hsa05010	8	P-hsa05010-61	Alzheimer's disease: GAPDH
hsa05012	3	P-hsa05012-57	Parkinson's disease: CASP3
hsa05012	3	P-hsa05012-70	Parkinson's disease: PRKACA
hsa05012	3	P-hsa05012-71	Parkinson's disease: PRKACA*
hsa05014	10	P-hsa05014-13	Amyotrophic lateral sclerosis (ALS): CASP3
hsa05014	10	P-hsa05014-54	Amyotrophic lateral sclerosis (ALS): PPP3CA
hsa05014	10	P-hsa05014-2	Amyotrophic lateral sclerosis (ALS): SLC1A2
hsa05014	10	P-hsa05014-5	Amyotrophic lateral sclerosis (ALS): TOMM40
hsa05014	10	P-hsa05014-51	Amyotrophic lateral sclerosis (ALS): DERL1
hsa05014	10	P-hsa05014-31 34	Amyotrophic lateral sclerosis (ALS): NEFL PRPH
hsa05014	10	P-hsa05014-32 34	Amyotrophic lateral sclerosis (ALS): NEFM PRPH
hsa05014	10	P-hsa05014-33 34	Amyotrophic lateral sclerosis (ALS): NEFH PRPH
hsa05014	10	P-hsa05014-49	Amyotrophic lateral sclerosis (ALS): H2O
hsa05014	10	P-hsa05014-53	Amyotrophic lateral sclerosis (ALS): RAB5A
hsa05016	7	P-hsa05016-12	Huntington's disease: REST
hsa05016	7	P-hsa05016-55	Huntington's disease: TGM2
hsa05016	7	P-hsa05016-22 9	Huntington's disease: DLG4 HTT
hsa05016	7	P-hsa05016-60	Huntington's disease: CASP3*
hsa05016	7	P-hsa05016-52	Huntington's disease: CASP3
hsa05016	7	P-hsa05016-48	Huntington's disease: HIP1
hsa05016	7	P-hsa05016-46	Huntington's disease: HTT**
hsa05020	10	P-hsa05020-24	Prion diseases: PRNP*
hsa05020	10	P-hsa05020-26	Prion diseases: PRNP**
hsa05020	10	P-hsa05020-59	Prion diseases: CCL5
hsa05020	10	P-hsa05020-62	Prion diseases: NOTCH1
hsa05020	10	P-hsa05020-25 8	Prion diseases: PRNP PRNP*
hsa05020	10	P-hsa05020-10 34	Prion diseases: PRNP PRNP***
hsa05020	10	P-hsa05020-46	Prion diseases: PRKACA
hsa05020	10	P-hsa05020-52	Prion diseases: FYN
hsa05020	10	P-hsa05020-48	Prion diseases: SOD1
hsa05020	10	P-hsa05020-49	Prion diseases: BAX
hsa05030	8	P-hsa05030-37	Cocaine addiction: PRKACA
hsa05030	8	P-hsa05030-76	Cocaine addiction: PDYN
hsa05030	8	P-hsa05030-77	Cocaine addiction: BDNF
hsa05030	8	P-hsa05030-13	Cocaine addiction: SLC6A3
hsa05030	8	P-hsa05030-69	Cocaine addiction: PRKACA**
hsa05030	8	P-hsa05030-80 81	Cocaine addiction: GRIN3A DLG4
hsa05030	8	P-hsa05030-78	Cocaine addiction: GRIA2
hsa05030	8	P-hsa05030-73	Cocaine addiction: NFKB1
hsa05031	14	P-hsa05031-15	Amphetamine addiction: MAOA
hsa05031	14	P-hsa05031-8	Amphetamine addiction: DRD1
hsa05031	14	P-hsa05031-12	Amphetamine addiction: GRIA1
hsa05031	14	P-hsa05031-11	Amphetamine addiction: GRIN3A
hsa05031	14	P-hsa05031-77	Amphetamine addiction: MAOA*
hsa05031	14	P-hsa05031-96	Amphetamine addiction: PDYN
hsa05031	14	P-hsa05031-97	Amphetamine addiction: ARC
hsa05031	14	P-hsa05031-98	Amphetamine addiction: FOS
hsa05031	14	P-hsa05031-10	Amphetamine addiction: CACNA1C
hsa05031	14	P-hsa05031-101	Amphetamine addiction: FOS*
hsa05031	14	P-hsa05031-54	Amphetamine addiction: GRIN3A*
hsa05031	14	P-hsa05031-53	Amphetamine addiction: CACNA1C*
hsa05031	14	P-hsa05031-55	Amphetamine addiction: GRIA1*
hsa05031	14	P-hsa05031-59	Amphetamine addiction: PPP3CA
hsa05032	12	P-hsa05032-81	Morphine addiction: KCNJ6
hsa05032	12	P-hsa05032-31	Morphine addiction: GABRR3
hsa05032	12	P-hsa05032-91	Morphine addiction: KCNJ6**
hsa05032	12	P-hsa05032-33	Morphine addiction: GABRR3*
hsa05032	12	P-hsa05032-13	Morphine addiction: PRKACA
hsa05032	12	P-hsa05032-37	Morphine addiction: KCNJ3
hsa05032	12	P-hsa05032-4	Morphine addiction: ADCY1
hsa05032	12	P-hsa05032-38	Morphine addiction: CACNA1A
hsa05032	12	P-hsa05032-30	Morphine addiction: ADORA1
hsa05032	12	P-hsa05032-85	Morphine addiction: KCNJ6*
hsa05032	12	P-hsa05032-55	Morphine addiction: GABRR3**
hsa05032	12	P-hsa05032-25	Morphine addiction: 3,5-Cyclic AMP*
hsa05034	6	P-hsa05034-99	Alcoholism: PDYN
hsa05034	6	P-hsa05034-61	Alcoholism: CRH
hsa05034	6	P-hsa05034-62	Alcoholism: NPY
hsa05034	6	P-hsa05034-84	Alcoholism: FOSB
hsa05034	6	P-hsa05034-7	Alcoholism: GRIN3A
hsa05034	6	P-hsa05034-75	Alcoholism: SLC29A1
hsa05100	4	P-hsa05100-24	Bacterial invasion of epithelial cells: ACTB
hsa05100	4	P-hsa05100-15	Bacterial invasion of epithelial cells: CTNNA1
hsa05100	4	P-hsa05100-33	Bacterial invasion of epithelial cells: DNM1
hsa05100	4	P-hsa05100-55	Bacterial invasion of epithelial cells: ACTB*
hsa05110	10	P-hsa05110-12	Vibrio cholerae infection: H+
hsa05110	10	P-hsa05110-51	Vibrio cholerae infection: PDIA4
hsa05110	10	P-hsa05110-52	Vibrio cholerae infection: ADCY3
hsa05110	10	P-hsa05110-17	Vibrio cholerae infection: Cl-*
hsa05110	10	P-hsa05110-14	Vibrio cholerae infection: Potassium cation*
hsa05110	10	P-hsa05110-15	Vibrio cholerae infection: Sodium cation
hsa05110	10	P-hsa05110-16	Vibrio cholerae infection: Cl-
hsa05110	10	P-hsa05110-13	Vibrio cholerae infection: Potassium cation
hsa05110	10	P-hsa05110-46	Vibrio cholerae infection: PLCG1
hsa05110	10	P-hsa05110-50	Vibrio cholerae infection: ACTB
hsa05120	7	P-hsa05120-20	Epithelial cell signaling in Helicobacter pylori infection: CXCL8
hsa05120	7	P-hsa05120-19	Epithelial cell signaling in Helicobacter pylori infection: CXCL1
hsa05120	7	P-hsa05120-35	Epithelial cell signaling in Helicobacter pylori infection: H+
hsa05120	7	P-hsa05120-18	Epithelial cell signaling in Helicobacter pylori infection: CCL5
hsa05120	7	P-hsa05120-50	Epithelial cell signaling in Helicobacter pylori infection: EGFR
hsa05120	7	P-hsa05120-52	Epithelial cell signaling in Helicobacter pylori infection: LYN
hsa05120	7	P-hsa05120-53	Epithelial cell signaling in Helicobacter pylori infection: GIT1
hsa05130	4	P-hsa05130-9	Pathogenic Escherichia coli infection: TLR4
hsa05130	4	P-hsa05130-28	Pathogenic Escherichia coli infection: ROCK1
hsa05130	4	P-hsa05130-55	Pathogenic Escherichia coli infection: ACTB
hsa05130	4	P-hsa05130-26	Pathogenic Escherichia coli infection: CTNNB1
hsa05131	2	P-hsa05131-12	Shigellosis: ARPC5
hsa05131	2	P-hsa05131-38	Shigellosis: CXCL8
hsa05132	10	P-hsa05132-13	Salmonella infection: FOS
hsa05132	10	P-hsa05132-6	Salmonella infection: NFKB1
hsa05132	10	P-hsa05132-20	Salmonella infection: ACTB
hsa05132	10	P-hsa05132-8	Salmonella infection: TJP1
hsa05132	10	P-hsa05132-41	Salmonella infection: ACTB*
hsa05132	10	P-hsa05132-48	Salmonella infection: KLC3
hsa05132	10	P-hsa05132-68	Salmonella infection: NOS2
hsa05132	10	P-hsa05132-86	Salmonella infection: MYH9
hsa05132	10	P-hsa05132-55	Salmonella infection: IL18
hsa05132	10	P-hsa05132-54	Salmonella infection: IL1B
hsa05133	9	P-hsa05133-46	Pertussis: CFL1
hsa05133	9	P-hsa05133-73	Pertussis: FOS
hsa05133	9	P-hsa05133-27	Pertussis: IRF3
hsa05133	9	P-hsa05133-24	Pertussis: NFKB1
hsa05133	9	P-hsa05133-30	Pertussis: NOS2
hsa05133	9	P-hsa05133-59	Pertussis: C3
hsa05133	9	P-hsa05133-60	Pertussis: C5
hsa05133	9	P-hsa05133-94	Pertussis: IL12A
hsa05133	9	P-hsa05133-96	Pertussis: IL1B
hsa05134	12	P-hsa05134-7	Legionellosis: IL18
hsa05134	12	P-hsa05134-6	Legionellosis: IL1B
hsa05134	12	P-hsa05134-9	Legionellosis: CASP7
hsa05134	12	P-hsa05134-10	Legionellosis: NFKB1
hsa05134	12	P-hsa05134-35	Legionellosis: CASP3
hsa05134	12	P-hsa05134-59	Legionellosis: HSPA1A
hsa05134	12	P-hsa05134-68	Legionellosis: TNF
hsa05134	12	P-hsa05134-69	Legionellosis: IL1B*
hsa05134	12	P-hsa05134-70	Legionellosis: IL6
hsa05134	12	P-hsa05134-72	Legionellosis: IL12A
hsa05134	12	P-hsa05134-71	Legionellosis: CXCL8
hsa05134	12	P-hsa05134-73	Legionellosis: CXCL1
hsa05140	8	P-hsa05140-21	Leishmaniasis: NFKB1
hsa05140	8	P-hsa05140-26	Leishmaniasis: Nitric oxide
hsa05140	8	P-hsa05140-37	Leishmaniasis: ELK1
hsa05140	8	P-hsa05140-55	Leishmaniasis: JUN
hsa05140	8	P-hsa05140-16	Leishmaniasis: STAT1
hsa05140	8	P-hsa05140-41 57	Leishmaniasis: NOS2 CYBA
hsa05140	8	P-hsa05140-62	Leishmaniasis: Prostaglandin E2
hsa05140	8	P-hsa05140-43	Leishmaniasis: MAPK14
hsa05142	11	P-hsa05142-21	Chagas disease (American trypanosomiasis): TICAM1
hsa05142	11	P-hsa05142-29	Chagas disease (American trypanosomiasis): NOS2
hsa05142	11	P-hsa05142-7	Chagas disease (American trypanosomiasis): C1QA
hsa05142	11	P-hsa05142-18	Chagas disease (American trypanosomiasis): FOS
hsa05142	11	P-hsa05142-44	Chagas disease (American trypanosomiasis): PLCB1
hsa05142	11	P-hsa05142-49	Chagas disease (American trypanosomiasis): ADCY1
hsa05142	11	P-hsa05142-53	Chagas disease (American trypanosomiasis): AKT3
hsa05142	11	P-hsa05142-64	Chagas disease (American trypanosomiasis): CASP8
hsa05142	11	P-hsa05142-67	Chagas disease (American trypanosomiasis): IFNGR1*
hsa05142	11	P-hsa05142-84	Chagas disease (American trypanosomiasis): NFKB1*
hsa05142	11	P-hsa05142-36	Chagas disease (American trypanosomiasis): SMAD2
hsa05145	11	P-hsa05145-8	Toxoplasmosis: NFKB1
hsa05145	11	P-hsa05145-11	Toxoplasmosis: MAPK14
hsa05145	11	P-hsa05145-10	Toxoplasmosis: MAPK8
hsa05145	11	P-hsa05145-9	Toxoplasmosis: MAPK1
hsa05145	11	P-hsa05145-29	Toxoplasmosis: Lipoxin A4
hsa05145	11	P-hsa05145-23	Toxoplasmosis: CIITA
hsa05145	11	P-hsa05145-35	Toxoplasmosis: CASP3
hsa05145	11	P-hsa05145-67	Toxoplasmosis: BAD
hsa05145	11	P-hsa05145-13	Toxoplasmosis: GNAI1
hsa05145	11	P-hsa05145-4 5	Toxoplasmosis: MAP3K7 TAB1
hsa05145	11	P-hsa05145-33	Toxoplasmosis: STAT3
hsa05150	8	P-hsa05150-69	Staphylococcus aureus infection: FPR2
hsa05150	8	P-hsa05150-14	Staphylococcus aureus infection: FPR1
hsa05150	8	P-hsa05150-13	Staphylococcus aureus infection: C5AR1
hsa05150	8	P-hsa05150-48	Staphylococcus aureus infection: C3AR1
hsa05150	8	P-hsa05150-1 2 3	Staphylococcus aureus infection: CFD C3 CFB
hsa05150	8	P-hsa05150-40	Staphylococcus aureus infection: FCGR1A
hsa05150	8	P-hsa05150-35	Staphylococcus aureus infection: FCAR
hsa05150	8	P-hsa05150-66	Staphylococcus aureus infection: IL10
hsa05152	24	P-hsa05152-6	Tuberculosis: IL10
hsa05152	24	P-hsa05152-120	Tuberculosis: TGFB1
hsa05152	24	P-hsa05152-15	Tuberculosis: CTSD
hsa05152	24	P-hsa05152-9	Tuberculosis: TCIRG1
hsa05152	24	P-hsa05152-13	Tuberculosis: LAMP1
hsa05152	24	P-hsa05152-23	Tuberculosis: PPP3CA
hsa05152	24	P-hsa05152-69	Tuberculosis: HLA-DMA
hsa05152	24	P-hsa05152-68	Tuberculosis: CD74
hsa05152	24	P-hsa05152-126	Tuberculosis: NOS2
hsa05152	24	P-hsa05152-112	Tuberculosis: IFNGR1
hsa05152	24	P-hsa05152-76	Tuberculosis: TNF*
hsa05152	24	P-hsa05152-82	Tuberculosis: IL6
hsa05152	24	P-hsa05152-77	Tuberculosis: IL12A
hsa05152	24	P-hsa05152-97	Tuberculosis: IL18
hsa05152	24	P-hsa05152-98	Tuberculosis: IL23A
hsa05152	24	P-hsa05152-78	Tuberculosis: IL1A
hsa05152	24	P-hsa05152-94	Tuberculosis: CAMP
hsa05152	24	P-hsa05152-51	Tuberculosis: CASP3
hsa05152	24	P-hsa05152-20	Tuberculosis: FCGR1A
hsa05152	24	P-hsa05152-81	Tuberculosis: IFNA1
hsa05152	24	P-hsa05152-129	Tuberculosis: IFNB1
hsa05152	24	P-hsa05152-90	Tuberculosis: CR1
hsa05152	24	P-hsa05152-88 89	Tuberculosis: ITGAX ITGB2
hsa05152	24	P-hsa05152-24 25	Tuberculosis: ITGB2 ITGAM
hsa05160	16	P-hsa05160-7	Hepatitis C: IRF3
hsa05160	16	P-hsa05160-12 13 14	Hepatitis C: IKBKG CHUK IKBKB
hsa05160	16	P-hsa05160-15 16	Hepatitis C: TRAF6 RIPK1
hsa05160	16	P-hsa05160-8	Hepatitis C: NFKB1
hsa05160	16	P-hsa05160-22 23	Hepatitis C: STAT1 IRF9
hsa05160	16	P-hsa05160-37	Hepatitis C: STAT3
hsa05160	16	P-hsa05160-54	Hepatitis C: IRF1
hsa05160	16	P-hsa05160-53	Hepatitis C: EIF2S1
hsa05160	16	P-hsa05160-55	Hepatitis C: MAPK14
hsa05160	16	P-hsa05160-58	Hepatitis C: EIF3E
hsa05160	16	P-hsa05160-66	Hepatitis C: GSK3B
hsa05160	16	P-hsa05160-85	Hepatitis C: BAD
hsa05160	16	P-hsa05160-70	Hepatitis C: CDKN1A
hsa05160	16	P-hsa05160-56	Hepatitis C: MAPK1
hsa05160	16	P-hsa05160-71	Hepatitis C: MAPK8
hsa05160	16	P-hsa05160-77	Hepatitis C: NFKB1*
hsa05161	28	P-hsa05161-48	Hepatitis B: STAT1
hsa05161	28	P-hsa05161-44	Hepatitis B: CXCL8
hsa05161	28	P-hsa05161-45	Hepatitis B: PCNA
hsa05161	28	P-hsa05161-68	Hepatitis B: JUN
hsa05161	28	P-hsa05161-69	Hepatitis B: SMAD4
hsa05161	28	P-hsa05161-57	Hepatitis B: STAT3*
hsa05161	28	P-hsa05161-78	Hepatitis B: TNF
hsa05161	28	P-hsa05161-10	Hepatitis B: CASP3
hsa05161	28	P-hsa05161-29	Hepatitis B: NFKB1
hsa05161	28	P-hsa05161-26	Hepatitis B: MMP9
hsa05161	28	P-hsa05161-30	Hepatitis B: MYC
hsa05161	28	P-hsa05161-31	Hepatitis B: ELK1
hsa05161	28	P-hsa05161-32	Hepatitis B: STAT3
hsa05161	28	P-hsa05161-66 67	Hepatitis B: NFKB1 NFKBIA
