Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
RP11-456K23.1	37	43	79	43	44	59
SETBP1	737	847	1640	878	949	947
MIR4319	0	1	0	0	0	0
RP11-846C15.2	0	0	0	0	0	0
SLC14A2	0	3	0	1	3	0
RP11-309E23.2	0	0	0	0	0	0
RP11-749H17.1	0	0	0	0	0	0
RP11-749H17.2	0	0	0	0	0	0
RP11-116O18.1	0	0	1	0	0	0
RP11-116O18.3	0	0	0	0	1	0
SLC14A1	2	0	1	0	3	0
RP11-618K16.4	0	1	0	0	0	0
SIGLEC15	42	32	0	11	7	1
EPG5	829	727	627	658	578	726
PSTPIP2	123	332	219	151	187	278
RN7SKP26	1	0	0	2	1	4
RP11-8H2.1	422	564	260	342	391	260
ATP5A1	8428	9818	5616	5632	7465	4914
HAUS1	540	672	365	400	551	355
RNU6-1278P	0	1	0	1	2	1
C18orf25	674	774	563	746	646	661
RNF165	1488	1718	1360	1559	1503	1405
LOXHD1	0	0	0	0	0	0
ST8SIA5	5	3	1	2	21	3
RP11-742D12.1	0	3	0	2	2	1
RP11-742D12.2	0	0	0	0	0	0
RP11-687F6.1	3	6	4	4	4	1
PIAS2	428	416	360	379	395	359
RP11-687F6.4	0	0	0	0	0	0
KATNAL2	32	20	24	45	41	34
TCEB3CL2	0	1	0	0	0	0
TCEB3CL	1	0	0	0	0	0
TCEB3C	0	0	0	0	0	1
TCEB3B	0	0	0	0	0	0
RP11-49K24.4	0	0	0	1	0	0
RP11-49K24.8	13	13	11	14	7	13
HDHD2	309	412	355	328	342	266
IER3IP1	1111	1088	793	859	835	715
RP11-49K24.5	0	2	2	1	2	1
SKOR2	0	0	1	0	0	0
RNU6-1131P	0	0	0	0	0	0
CTD-2130O13.1	0	0	0	0	0	0
MIR4527	0	0	0	0	0	0
RP11-157P23.2	0	1	0	0	0	0
TPMTP1	54	60	36	37	47	30
RP11-767C4.1	0	0	0	0	0	0
SMAD2	780	941	667	697	861	647
RP11-380M21.2	8	27	20	27	34	39
RP11-380M21.4	0	0	0	3	1	0
ZBTB7C	15	31	22	18	9	19
RNU6-708P	0	0	0	0	0	0
AC091150.1	0	0	1	0	0	0
RNU7-191P	0	0	0	0	0	0
RNA5SP456	0	0	0	0	0	0
RP11-23B5.1	3	2	5	11	4	11
CTIF	645	750	691	641	731	774
MIR4743	0	0	0	0	0	0
RP11-426J5.2	0	0	0	0	0	0
RP11-484L8.1	0	0	0	2	1	0
SMAD7	81	79	71	44	67	49
RP11-1058N17.1	0	0	0	0	2	0
RP11-15F12.1	1	0	2	2	1	2
DYM	701	891	636	601	671	541
MIR4744	0	0	0	0	0	0
RP11-15F12.3	0	0	0	0	0	0
RP11-30L3.2	0	0	1	0	0	0
RP11-110H1.9	0	1	1	0	0	0
RP11-110H1.1	0	1	4	2	0	0
C18orf32	18	22	35	20	21	21
RPL17-C18orf32	0	0	0	0	0	0
RP11-110H1.4	11	14	10	9	11	5
MIR1539	2	6	8	4	9	15
RPL17	273	190	122	248	191	273
SNORD58C	0	0	0	0	0	0
SNORD58A	0	0	0	0	0	0
SNORD58B	0	0	0	0	0	0
SRP72P1	392	390	245	313	318	280
RP11-110H1.8	0	0	0	0	0	0
LIPG	704	857	1049	1144	702	915
SMUG1P1	0	0	0	0	0	0
RP11-813F20.2	0	0	0	0	0	0
ACAA2	923	865	476	549	750	478
RP11-886H22.1	0	0	0	0	0	0
MYO5B	61	45	10	56	48	37
RNA5SP457	0	0	0	0	0	0
RP11-813F20.4	0	0	0	0	0	0
ADAD1P2	0	0	0	0	0	0
RP11-689E3.2	0	0	0	0	0	0
RN7SL310P	0	0	0	0	0	0
CCDC11	30	28	14	25	24	25
MBD1	1410	1352	1003	1143	1283	1277
CXXC1	969	866	796	968	1274	1019
RP11-1030E3.1	0	0	0	0	0	0
RNA5SP458	0	0	0	0	0	0
SKA1	403	399	251	350	383	255
AC105227.1	0	0	0	0	1	0
RPLP0P11	0	1	0	0	0	0
MAPK4	373	376	309	334	420	260
RP11-10I6.2	0	0	0	0	0	0
MRO	2	1	1	0	1	1
HNRNPA3P16	0	0	0	0	0	0
RPL17P46	0	0	0	0	0	0
ME2	862	1216	627	1047	754	710
ELAC1	135	127	65	89	119	66
RP11-729L2.2	0	0	0	0	0	0
SMAD4	1691	1570	1281	1223	1426	1122
RN7SL695P	0	0	0	0	1	0
SRSF10P1	2	1	0	0	4	1
MEX3C	1190	1336	992	1015	1248	806
RNU1-46P	0	0	0	0	0	0
RP11-267C16.1	0	0	3	0	1	0
SS18L2P2	0	0	1	0	1	0
RP11-267C16.2	0	0	0	0	0	0
RSL24D1P9	43	35	23	28	24	12
RP11-440L16.1	0	0	0	0	0	0
RPS8P3	2	3	1	0	0	0
RP11-25O3.1	1	1	5	1	1	0
DCC	111	874	1485	611	1106	600
AC090660.1	0	0	0	0	0	0
hsa-mir-4528	0	0	0	0	0	0
RP11-671P2.1	0	0	0	0	0	0
RP11-202D1.3	0	0	0	0	0	0
RP11-202D1.2	0	0	0	0	0	0
RPL29P32	0	0	0	0	0	0
AC090666.1	0	0	0	0	0	0
RP11-116K4.1	0	0	0	0	0	0
MBD2	242	211	173	177	292	190
SNORA37	4	0	0	1	0	2
POLI	1020	978	906	986	985	1117
STARD6	1	1	0	2	0	1
C18orf54	719	881	693	706	674	656
SNRPGP2	229	313	142	209	272	180
RP11-61D1.2	0	0	0	0	0	0
RP11-289E15.1	0	0	0	0	0	0
DYNAP	0	0	0	0	0	0
RAB27B	24	44	6	20	45	15
RPSAP57	0	0	0	1	0	0
RP11-99A1.2	0	0	0	0	0	0
RP11-839G9.1	0	0	0	0	0	0
CCDC68	0	0	0	0	0	0
MAP1LC3P	0	0	0	0	0	0
AC098848.1	0	0	0	0	0	0
CTD-2171N6.1	0	0	0	0	0	0
RNA5SP459	0	0	0	0	0	0
TCF4	2050	1836	1689	1698	1511	1382
RP11-619L19.1	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0
RP11-619L19.2	0	0	0	1	0	0
RPL21P126	0	0	0	0	0	0
RP11-397A16.1	18	14	22	5	4	25
RP11-397A16.2	16	13	4	6	3	13
RP11-397A16.3	10	3	7	0	0	6
RP11-214L13.1	1	0	0	1	0	0
CTD-2008L17.1	22	22	31	21	8	17
CTD-2008L17.2	56	39	40	18	38	51
RP11-456O19.2	9	5	3	4	1	3
RP11-456O19.5	0	0	0	0	0	0
RP11-456O19.4	2	0	2	0	0	2
RP11-456O19.3	0	1	0	0	0	0
TXNL1	1039	1262	744	677	905	606
WDR7	671	811	372	476	390	305
RP11-383D22.1	1	0	0	0	2	1
WDR7-OT1	0	0	0	0	0	0
LINC-ROR	0	0	0	0	0	0
CTD-2526M8.3	0	0	0	0	0	0
BOD1L2	116	138	92	114	111	69
CTD-2526M8.2	0	0	0	0	0	1
RNU6-737P	0	0	0	0	0	0
ST8SIA3	367	491	171	659	583	452
ONECUT2	578	1055	876	960	922	1387
AC090340.1	0	0	0	0	0	0
FECH	241	379	200	235	257	157
NARS	3981	4227	2348	2960	2540	2394
RP11-35G9.3	34	31	29	33	36	27
RP11-35G9.5	0	2	0	0	0	0
ATP8B1	9	24	21	21	15	23
RNU6-742P	0	0	0	0	0	0
RSL24D1P11	189	208	130	150	154	130
RP11-693L9.2	0	0	0	0	0	0
AC090324.1	0	0	0	0	0	0
HMGN1P30	53	65	43	42	62	37
NEDD4L	588	819	678	519	575	488
RP11-718I15.1	0	0	0	0	0	1
RP11-845C23.2	1	1	0	0	1	1
RP11-845C23.3	0	0	0	0	0	0
RP11-1151B14.2	0	0	0	0	0	0
RP11-1151B14.3	0	0	0	0	0	0
MIR122	0	0	0	0	0	0
AC105105.1	0	0	0	0	0	0
ALPK2	12	27	1	13	1	1
RP11-1151B14.4	0	2	0	0	0	0
RP11-126O1.2	0	0	0	0	0	0
RPL9P31	0	0	1	0	0	0
RP11-126O1.5	4	3	1	2	0	3
MALT1	504	530	373	603	437	470
RP11-126O1.4	0	0	0	2	0	1
MRPL37P1	11	16	7	8	9	8
RP11-108P20.1	31	33	18	33	52	34
RP11-108P20.3	0	0	0	0	0	0
RP11-108P20.2	0	1	0	0	1	1
RN7SL112P	0	0	0	0	0	0
RNU6-219P	0	0	0	0	0	0
RP11-108P20.4	0	0	0	0	0	0
ZNF532	4115	4297	2486	3312	3441	2960
RNU2-69P	3	2	0	5	2	0
OACYLP	0	0	0	0	1	2
RP11-685A21.1	0	0	0	0	0	0
SEC11C	1879	1379	361	1010	911	972
GRP	0	1	0	0	0	1
RAX	0	0	0	0	2	0
CPLX4	0	0	0	0	0	0
LMAN1	7448	6389	4178	7826	5685	5533
RP11-27G24.1	0	0	0	0	1	1
CCBE1	16	6	24	12	16	4
RP11-27G24.3	0	0	0	0	0	0
RP11-760L24.1	0	0	0	0	0	0
RP11-2N1.1	0	0	0	0	0	0
RP11-2N1.2	0	0	0	0	0	0
AC098847.1	0	0	0	0	0	0
RPS26P54	1	0	0	0	0	0
GLUD1P4	0	0	0	0	0	0
RP11-824M15.3	2	1	1	2	1	1
PMAIP1	698	372	89	325	440	196
RP11-866E20.1	31	34	25	28	34	20
NFE2L3P1	27	26	7	18	28	14
RN7SL342P	0	0	0	0	0	0
SDCCAG3P1	6	6	3	10	4	5
RP11-866E20.3	1	0	0	0	3	0
FAM60CP	392	557	306	332	284	303
RNU6-567P	0	0	0	0	0	0
RP11-795H16.3	2	6	2	2	2	0
RPS3AP49	138	227	138	118	178	123
RNU4-17P	0	0	0	0	0	0
RP11-795H16.2	86	100	60	78	89	67
RP11-396N11.1	0	0	0	0	0	0
MC4R	2	5	5	2	2	7
RP11-325K19.3	0	2	0	1	0	1
MRPS5P4	0	0	0	0	0	0
RP11-325K19.6	0	0	0	0	0	0
AC010928.1	0	0	0	0	0	0
RP11-325K19.2	0	0	0	0	0	0
RP11-325K19.1	0	0	0	0	0	0
CTBP2P3	0	0	0	0	0	0
RP11-622J9.1	0	0	0	0	0	0
CDH20	2112	1314	92	777	1999	897
RNU6-116P	0	1	0	1	1	0
RPL30P14	102	126	84	76	91	95
RP11-879F14.3	0	0	1	0	0	1
RP11-879F14.2	1	2	0	1	0	0
RP11-879F14.1	0	0	0	0	0	2
RP11-1096D5.2	0	0	0	0	0	0
RP11-1096D5.1	0	0	0	0	0	0
RNF152	323	377	346	635	298	1067
RPIAP1	22	21	15	31	22	13
PIGN	1361	1110	730	1019	787	978
KIAA1468	744	668	528	557	542	500
RP11-173A16.2	0	0	0	0	0	0
RP11-173A16.1	2	1	4	6	0	8
TNFRSF11A	91	12	2	24	73	6
RP11-640A1.3	0	0	0	0	0	0
RPL17P44	0	0	0	0	0	1
RP11-640A1.4	0	0	0	0	0	0
ACTBP9	55	88	76	72	94	32
ZCCHC2	417	362	353	327	364	251
RN7SL705P	0	0	0	0	0	0
PHLPP1	752	720	566	566	541	430
RNU6-142P	1	1	0	0	0	0
AC015989.1	0	0	0	0	0	0
AC015989.2	0	0	0	0	0	0
BCL2	560	577	359	514	471	381
RP11-299P2.1	0	0	0	0	0	0
RP11-28F1.2	2	1	1	1	1	5
KDSR	1609	1429	872	1422	1186	1073
RP11-635N19.1	8	7	4	7	14	8
VPS4B	811	852	589	622	674	494
RP11-635N19.2	29	33	37	27	35	25
SERPINB5	0	0	0	0	0	0
RP11-635N19.3	0	0	0	0	0	0
ATP5G1P6	39	57	37	40	52	47
SERPINB12	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB7	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB10	0	0	0	0	0	0
AC009802.1	0	0	0	0	0	0
HMSD	3	6	8	4	4	4
SERPINB8	43	76	27	49	35	15
RPL12P39	0	0	0	0	0	0
LINC00305	0	0	0	0	0	0
RP11-146N18.1	0	0	0	0	0	0
AC100848.1	0	0	0	0	0	0
RP11-909B2.1	0	0	0	0	0	0
RNU7-146P	0	0	0	0	0	0
AC007948.1	0	0	0	0	0	0
AC007631.1	0	0	0	0	0	0
RP11-453M23.1	0	0	0	0	0	0
RP11-775G23.1	0	0	0	0	0	0
CDH7	1104	307	107	453	1561	255
RP11-389J22.1	1	1	0	1	0	1
RP11-389J22.3	0	0	0	0	0	0
PRPF19P1	0	0	0	0	0	0
CDH19	2	1	0	0	255	1
AC091643.1	0	0	0	0	0	0
RNU6-1037P	0	0	0	0	0	0
AC113195.1	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0
RPL31P9	0	0	0	0	0	0
AC091042.1	0	0	0	0	0	0
RP11-563H6.1	100	106	103	80	113	95
CTD-2541J13.1	2	8	1	12	2	8
DSEL	179	277	134	250	200	203
CTD-2541J13.2	0	0	0	0	0	0
RP11-638L3.1	0	0	0	0	0	0
RP11-29O13.1	0	0	0	0	0	0
RP11-28O3.2	0	0	0	0	0	0
RP11-28O3.1	0	0	0	0	0	0
RP11-638L3.4	0	0	0	0	0	0
RP11-638L3.3	0	0	1	0	0	0
RP11-638L3.2	3	9	7	10	10	4
RP11-659F24.1	0	0	0	0	0	0
RP11-526H11.1	0	0	0	0	0	0
RP11-421N8.2	0	0	0	0	0	0
RP11-421N8.1	413	559	254	293	383	259
RP11-128D14.1	0	0	0	0	0	0
AKR1B10P2	0	0	0	0	0	0
RP11-585K6.2	0	0	0	0	0	0
TMX3	3089	2633	1773	2691	2099	2316
CCDC102B	71	61	43	55	40	51
RP11-106E15.1	1	1	0	0	0	1
RNU6-39P	0	0	0	1	0	0
SDHCP1	0	0	0	0	0	0
RP11-861L17.3	2	0	0	1	0	3
RP11-861L17.2	0	0	0	0	0	0
RP11-674P19.2	1	1	0	0	0	0
DOK6	206	202	132	239	214	182
RP11-465I4.3	0	0	0	0	0	0
RP11-465I4.2	0	0	0	1	0	0
RP11-543H23.2	0	0	0	1	0	0
CD226	9	4	6	4	4	3
RTTN	733	848	571	744	570	679
SOCS6	822	823	683	704	675	488
RP11-41O4.1	7	5	4	3	5	0
RP11-484N16.1	1	0	0	0	0	0
AC013558.1	0	0	0	0	0	0
RP11-41O4.2	0	0	0	0	0	0
RP11-41O4.3	3	2	1	2	1	2
RPS2P6	0	1	0	1	1	1
RN7SL795P	0	0	0	0	0	0
GTSCR1	0	0	0	0	0	0
RP11-384E22.1	0	0	0	0	0	0
RP11-529J17.1	0	0	0	0	0	0
RP11-47G4.2	0	0	0	0	0	0
RP11-47G4.1	101	74	61	61	61	46
RP11-510D19.1	0	0	0	0	0	0
RP11-752P2.1	0	0	0	0	0	0
RP11-752P2.2	32	40	15	25	20	16
RP11-723G8.2	0	0	0	0	0	0
RP11-723G8.1	0	0	0	0	0	0
RP11-736G13.1	0	0	0	0	0	0
RP11-736G13.2	0	0	0	0	0	0
CBLN2	9	1	0	4	21	0
HNRNPA1P11	0	0	1	0	0	0
NETO1	244	179	2	390	244	1
RP11-713C5.1	129	79	1	184	137	2
RNA5SP460	0	0	0	0	0	0
MIR548AV	0	0	0	0	0	0
RP11-676J15.1	13	9	0	22	17	0
RP11-169F17.1	0	0	1	0	290	0
CTD-2354A18.1	0	0	0	0	0	0
RP11-126K15.1	0	0	0	0	0	0
RN7SL401P	0	0	0	0	0	0
RP11-25L3.3	0	0	0	0	0	0
FBXO15	36	20	26	11	14	12
TIMM21	989	925	572	978	704	790
RP11-669I1.1	0	0	0	0	0	0
RN7SL551P	0	0	0	0	0	0
CYB5A	265	263	221	265	307	316
C18orf63	0	0	0	0	0	0
FAUP1	1486	2033	1334	1427	1738	1492
RP11-231E4.2	1	1	0	0	0	0
FAM69C	24	4	0	20	46	4
CNDP2	3010	3299	1889	2235	2437	1856
CNDP1	14	14	14	8	14	13
RP11-231E4.3	0	0	0	0	0	0
LINC00909	381	407	284	321	304	261
ZNF407	335	373	261	241	324	213
ZADH2	308	496	268	386	444	358
TSHZ1	246	602	299	259	504	258
RP11-321M21.3	0	0	0	0	0	0
SMIM21	0	0	0	0	0	0
RP11-321M21.1	0	0	0	0	0	0
RP11-704C2.1	0	0	0	0	0	0
RP11-173L6.1	0	0	0	0	0	0
RP11-357H3.1	0	0	0	0	0	0
RP11-1O2.1	0	0	0	0	0	0
RP11-94B19.6	1	0	0	0	0	0
RP11-94B19.1	0	0	0	0	0	0
RP11-94B19.5	0	0	0	1	0	0
RP11-94B19.2	0	0	0	0	0	0
RP11-94B19.7	2	0	0	0	0	0
RP11-94B19.3	0	0	0	1	1	0
RP11-94B19.4	0	0	0	1	1	0
ZNF516	2379	2634	1831	2408	1916	1709
RP11-504I13.3	5	2	2	4	2	1
RP11-17M16.2	9	13	2	16	8	9
RP11-17M16.1	42	41	18	30	34	19
LINC00908	15	48	3	13	3	15
LINC00683	4	16	1	7	3	2
RP11-111H3.3	0	1	0	0	0	0
AC034110.1	0	0	0	0	0	0
ARL2BPP1	6	5	0	3	12	7
AC139085.1	0	0	0	0	0	0
AC139085.2	0	1	0	1	2	0
RP11-162A12.2	8	16	9	18	15	14
RNU6-346P	0	0	0	0	0	0
ZNF236	330	368	301	317	329	308
RPL26P35	1	1	0	1	0	1
RP11-162A12.3	0	1	0	1	1	1
RP11-862L9.3	1	2	0	2	0	0
MBP	108	97	18	55	48	42
RP11-751H17.1	0	0	0	0	0	0
GALR1	1	0	0	0	4	0
RP11-176N18.2	7	3	7	12	10	7
BDP1P	49	43	34	34	38	46
RP11-63N3.1	2	0	4	1	5	6
RP11-63N3.2	0	0	0	0	0	0
RNA5SP461	0	0	0	0	0	0
LINC01029	0	0	0	0	0	0
RP11-671C19.2	0	0	0	0	0	0
RNU6-655P	0	0	0	0	0	0
RP11-100K18.1	0	0	0	0	0	0
RP11-451L19.1	0	0	0	0	0	0
RP11-123I22.1	0	0	0	0	0	0
RP11-715C4.1	0	0	0	0	0	0
CTD-2382H12.2	0	0	0	0	0	0
CTD-2382H12.1	0	0	0	0	0	0
RP11-849I19.1	268	77	77	154	25	95
SALL3	623	183	215	363	67	194
ATP9B	1047	888	646	913	851	630
CTD-2286N8.2	16	9	10	8	7	9
RP11-1136J12.1	0	0	0	0	0	0
RP11-800A18.4	1	1	0	2	0	0
NFATC1	501	418	125	253	109	212
AC018445.1	1	0	0	1	0	0
RP11-567M16.1	140	48	27	82	45	31
RP11-567M16.2	0	2	0	0	0	0
RP11-567M16.3	0	1	3	3	0	2
CTDP1	625	686	549	580	642	374
RP11-567M16.5	0	0	0	0	0	0
RP11-154H12.2	0	0	0	0	0	0
RP11-154H12.3	0	0	0	0	0	0
KCNG2	5	2	3	6	9	4
PQLC1	673	653	594	707	774	402
HSBP1L1	42	29	30	34	47	38
TXNL4A	605	779	564	654	765	507
RP11-795F19.5	26	23	31	20	19	35
RBFA	269	338	223	336	252	408
RBFADN	97	88	30	85	91	68
SLC25A6P4	1	1	1	1	1	0
ADNP2	1745	1905	1529	1585	1577	1200
AC139100.2	47	65	68	76	32	70
PARD6G	586	768	832	745	697	565
AC139100.3	12	17	6	9	3	5
DEFB125	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0
AL360078.1	0	0	0	0	1	0
DEFB129	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0
RP5-1103G7.10	0	0	0	0	0	0
C20orf96	404	460	297	287	291	470
ZCCHC3	196	256	186	175	275	130
AL034548.1	0	0	0	0	0	0
RP5-1103G7.4	32	44	27	39	23	38
SOX12	1880	2122	1939	1534	3060	1572
NRSN2	910	840	632	572	884	653
TRIB3	249	523	263	279	95	141
RBCK1	547	596	616	424	835	455
TBC1D20	799	949	640	555	821	734
CSNK2A1	2830	3049	2256	1714	2281	1865
TCF15	2	3	9	4	2	2
SRXN1	6	8	6	13	8	7
RP5-850E9.3	0	0	0	0	0	0
SCRT2	11	52	201	30	73	20
SLC52A3	0	0	1	0	0	0
FAM110A	119	112	153	76	157	125
RPS10L	45	70	53	42	72	60
ANGPT4	1	0	0	0	0	1
RSPO4	1	0	0	0	0	0
PSMF1	1036	1447	992	596	1132	664
ACTG1P3	1	2	1	1	1	3
TMEM74B	63	28	13	82	50	81
C20orf202	0	5	3	2	1	1
RAD21L1	2	0	0	0	5	1
SNPH	64	46	80	35	91	39
SDCBP2	14	14	7	10	13	12
SDCBP2-AS1	81	59	42	50	39	61
AL136531.1	1	0	0	2	2	3
RP11-314N13.3	18	17	8	13	5	10
FKBP1A	1307	1530	955	840	1374	933
NSFL1C	1016	1271	732	581	1032	637
SIRPB2	0	1	0	0	0	0
AL109658.1	0	0	0	0	0	0
RP4-576H24.2	0	0	0	0	0	0
RNU6-917P	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0
RP4-576H24.4	0	0	0	0	0	0
SIRPB1	29	42	23	30	30	27
RP4-576H24.5	0	0	0	0	0	1
SIRPG	0	0	0	0	0	0
RP11-77C3.3	0	0	0	0	0	0
SIRPB3P	0	0	0	0	0	0
RN7SL561P	0	0	0	0	0	0
RP4-673D20.5	0	0	0	0	0	0
RP4-673D20.4	0	0	0	0	0	0
RP4-673D20.6	0	0	0	1	0	0
RP4-673D20.3	3	1	1	5	7	2
RP5-968J1.1	0	0	0	1	0	0
SIRPA	683	686	303	541	526	561
RP4-684O24.5	0	0	0	0	0	0
PDYN	12	2	1	7	5	2
RPL7P2	0	0	0	0	1	0
STK35	1070	1167	858	789	1091	858
AL121899.1	0	0	0	0	0	0
RP11-128M1.1	7	6	2	4	9	8
TGM3	1	2	0	1	1	1
TGM6	0	0	0	0	0	0
SNRPB	2792	3438	2412	2043	3134	2195
SNORD119	4	6	0	4	1	2
RP4-734P14.4	0	0	0	0	0	0
ZNF343	289	281	224	164	186	260
TMC2	0	2	2	2	0	3
NOP56	5980	5832	3401	4386	4741	6805
MIR1292	0	0	0	0	0	0
SNORD110	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0
IDH3B	786	843	476	517	809	700
RP4-686C3.7	0	1	0	0	0	0
EBF4	208	45	132	150	149	137
AL035460.1	1	0	0	1	1	0
RPL19P1	0	0	0	0	0	0
CPXM1	6078	5781	4643	5000	7298	5510
TMEM239	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0
PCED1A	767	802	730	800	1067	1263
VPS16	617	576	427	419	479	578
PTPRA	3838	3195	2275	2215	2672	2269
GNRH2	9	13	9	14	14	12
MRPS26	588	757	530	429	764	440
OXT	0	0	0	0	0	0
AVP	0	0	0	0	1	0
RN7SL555P	0	0	0	0	1	0
UBOX5-AS1	5	3	2	0	3	4
UBOX5	153	185	163	114	167	100
FASTKD5	733	675	442	348	533	398
LZTS3	634	531	639	552	561	665
DDRGK1	978	738	693	747	1033	719
ITPA	365	472	297	276	520	404
SLC4A11	57	82	102	128	64	215
C20orf194	514	314	585	349	597	403
RN7SL839P	1	0	0	1	0	0
RNU6-1019P	0	0	0	0	0	0
UBE2V1P1	10	16	7	15	14	7
AL117334.1	0	0	0	0	0	1
RP11-137F15.1	0	0	0	0	0	0
ATRN	4487	3804	3155	2971	3232	3270
SF3A3P1	753	873	510	616	501	523
AL109805.1	0	0	0	0	1	0
GFRA4	0	0	0	0	0	0
ADAM33	10	5	2	6	30	5
SIGLEC1	4	0	1	0	0	5
HSPA12B	55	60	26	22	50	37
C20orf27	558	961	697	538	872	685
SPEF1	15	9	0	7	19	6
CENPB	938	1060	989	763	1302	614
CDC25B	573	576	531	407	918	442
AP5S1	59	44	50	40	71	32
MAVS	527	575	613	488	411	664
RP11-119B16.2	4	3	2	3	7	8
PANK2	798	804	583	492	758	624
MIR103A2	0	0	0	1	1	0
RNF24	1924	2626	1395	1443	2408	2205
FTLP3	535	1394	819	1335	937	607
RPL21P2	51	72	74	52	67	51
RP11-352D3.2	0	1	0	0	0	0
SMOX	253	373	323	202	235	232
RP4-779E11.3	0	1	2	1	1	2
ADRA1D	11	28	5	8	8	7
RP11-307O10.1	0	0	0	0	0	0
RP5-1164C1.2	0	0	0	0	0	0
RPL7AL2	0	0	0	0	0	1
RPS4XP2	687	487	700	495	503	360
PRNP	2532	2603	1049	1504	1114	1509
PRND	0	0	0	0	0	0
PRNT	0	0	0	0	0	0
RP5-1068H6.1	0	3	0	2	3	0
RASSF2	1057	1238	1344	701	1065	1163
SLC23A2	2292	2530	2204	1772	2679	1944
RP5-1116H23.1	0	0	0	0	0	0
RN7SL514P	0	0	0	0	0	0
RNA5SP474	2	1	1	1	3	4
TMEM230	1043	1000	867	638	1275	712
PCNA	4753	5382	3115	2365	4040	2943
CDS2	4459	3175	2450	2490	3180	2705
UBE2D3P1	805	999	701	752	984	605
PROKR2	0	0	0	0	0	0
RNA5-8SP7	0	0	0	0	0	0
LINC00658	0	0	1	0	0	0
RP5-828H9.1	0	3	1	2	6	5
LINC00654	31	11	52	23	80	61
RP5-1022P6.7	0	0	0	0	0	0
RP5-1022P6.4	0	0	0	0	0	0
RPS18P1	0	0	0	0	0	0
RP5-1022P6.5	0	1	1	0	0	1
GPCPD1	648	881	635	491	720	697
RP5-1022P6.3	1	0	1	0	0	3
C20orf196	72	77	47	36	63	48
RNU1-55P	0	0	0	0	0	0
CHGB	803	284	191	415	272	303
RP5-967N21.2	40	30	9	20	22	16
TRMT6	568	591	348	291	472	353
MCM8	962	906	709	795	956	942
RP5-967N21.7	0	0	0	0	0	0
RN7SL498P	0	0	0	0	0	1
CRLS1	500	508	318	279	567	292
LRRN4	3	0	0	1	4	4
FERMT1	14	37	1	21	51	32
TARDBPP1	108	108	53	71	64	86
RP4-775C13.1	1442	1364	697	894	1076	727
RP4-775C13.2	0	0	0	0	0	0
AL109618.1	0	0	0	0	0	0
CASC20	0	0	0	0	0	0
RP5-859D4.3	1	0	0	0	0	0
BMP2	134	107	6	54	103	16
snoR26	0	0	0	0	0	0
RP4-764O22.1	0	0	0	0	0	0
RP4-764O22.2	0	0	0	0	0	0
RP11-19D2.1	0	0	0	0	0	0
RP11-19D2.2	0	0	0	0	0	0
RP5-988G17.1	0	0	0	0	0	0
RN7SL547P	0	0	0	0	0	0
AL031653.1	0	0	0	0	0	0
RP5-836E8.1	28	43	22	37	39	36
HAO1	0	0	0	0	0	0
TMX4	2462	1720	714	1090	1528	996
RP5-971N18.3	1	4	0	0	1	0
PHKBP1	0	0	0	0	0	0
PLCB1	482	434	363	281	187	211
PLCB1-IT1	0	0	0	0	0	0
AL031655.1	0	0	0	0	0	0
AL031655.2	0	0	0	0	0	0
RNU105B	1	0	0	0	0	0
RP5-859I17.2	0	0	0	0	0	0
AL121898.1	0	0	0	0	0	0
PLCB4	303	376	162	185	389	275
RP5-1119D9.4	0	0	1	0	0	0
LAMP5	11	207	113	9	193	27
PAK7	83	50	73	38	109	80
RP5-986I17.2	0	0	0	0	0	0
RP5-839B4.8	1	0	0	1	0	1
ANKEF1	35	87	61	34	54	62
SNAP25-AS1	1	2	1	4	3	1
AL109754.1	0	0	0	0	0	0
RP11-416N4.4	0	0	0	0	0	0
RP11-416N4.1	0	0	0	0	0	0
SNAP25	163	204	160	115	98	160
HIGD1AP15	0	0	0	0	0	0
RPL23AP6	0	0	0	1	0	1
AL023913.1	0	0	0	0	0	0
SDAD1P2	364	371	182	254	243	237
MKKS	503	629	523	351	529	447
SLX4IP	41	43	40	26	29	31
RP5-1099D15.1	286	334	233	276	336	233
JAG1	1463	3455	14246	2545	3594	4862
RP11-103J8.1	0	0	0	0	0	1
RP1-278O22.1	0	0	0	2	0	0
RP1-278O22.2	0	0	0	0	0	0
RP4-697P8.3	0	0	0	0	0	0
FAT1P1	0	0	0	0	0	0
